feature,scope,group,layer,module,family,metric,selected,variance,abs_spearman,reg_coef,pair_coef,combined_importance,selection_rank_abs_spearman
layer_12_delta_prev_sign_flip_ratio,layer,layer_12,12.0,,delta_prev,prev_sign_flip_ratio,1,2.972072814077322e-09,0.7727272727272727,0.0017627257022376826,0.06751527571919738,0.03018700513665255,0.7727272727272727
layer_34_delta_prev_stable_rank,layer,layer_34,34.0,,delta_prev,prev_stable_rank,1,60.0706796642974,0.7363636363636363,0.0015491220994277577,0.056905496854323355,0.025479221602846165,0.7363636363636363
layer_23_delta_prev_sign_flip_ratio,layer,layer_23,23.0,,delta_prev,prev_sign_flip_ratio,1,7.106559211588947e-09,0.690909090909091,0.0007716707869715034,0.05769663319341623,0.025379857660590838,0.690909090909091
layer_24_delta_prev_sign_flip_ratio,layer,layer_24,24.0,,delta_prev,prev_sign_flip_ratio,1,2.3905117337308533e-09,0.690909090909091,0.0011117390763581586,0.055001183213190794,0.024407696698009768,0.690909090909091
layer_19_delta_prev_probe_std,layer,layer_19,19.0,,delta_prev,prev_probe_std,1,1.8693396250285526e-09,0.7454545454545456,0.0007728645971387035,0.052111772925384624,0.022966246843203343,0.7454545454545456
layer_23_delta_base_sign_flip_ratio,layer,layer_23,23.0,,delta_base,base_sign_flip_ratio,1,2.0507013800897108e-08,0.6788172508915258,0.0008869002634959844,0.049759983999467995,0.022014327086858885,0.6788172508915258
layer_30_delta_base_probe_std,layer,layer_30,30.0,,delta_base,base_probe_std,1,3.1503926108402837e-09,0.6090909090909091,0.0008751427170262683,0.0473272196739711,0.02095598848487221,0.6090909090909091
layer_00_delta_base_stable_rank,layer,layer_00,0.0,,delta_base,base_stable_rank,1,31.545061102739638,0.881818181818182,0.001079553710309166,0.046947922092303376,0.02090806712544208,0.881818181818182
layer_10_delta_prev_stable_rank,layer,layer_10,10.0,,delta_prev,prev_stable_rank,1,125.29901654614274,0.7181818181818183,0.0012174750232117242,0.046583294598384895,0.020828740777062624,0.7181818181818183
layer_31_delta_base_probe_std,layer,layer_31,31.0,,delta_base,base_probe_std,1,3.035086603790557e-09,0.6636363636363638,0.0005940942328563079,0.04727669676257071,0.020774594284764095,0.6636363636363638
layer_35_delta_base_probe_std,layer,layer_35,35.0,,delta_base,base_probe_std,1,3.644148716650447e-09,0.6636363636363638,0.0004897530928617711,0.04402991872999142,0.019311803863079274,0.6636363636363638
layer_03_delta_prev_stable_rank,layer,layer_03,3.0,,delta_prev,prev_stable_rank,1,61.55711651192944,0.6454545454545455,0.001001558811702279,0.043259272609483215,0.019269216338867995,0.6454545454545455
layer_19_delta_base_probe_std,layer,layer_19,19.0,,delta_base,base_probe_std,1,1.3079634066607497e-08,0.7272727272727273,0.0009215265959226912,0.04103581467758831,0.018262599047892722,0.7272727272727273
layer_33_delta_base_probe_std,layer,layer_33,33.0,,delta_base,base_probe_std,1,2.9746987149634728e-09,0.6181818181818182,0.0005077310273741606,0.04150757832928084,0.018231623350594233,0.6181818181818182
layer_00_delta_prev_sign_flip_ratio,layer,layer_00,0.0,,delta_prev,prev_sign_flip_ratio,1,1.5856784698036609e-09,0.6545454545454547,0.0011925577593581266,0.03969787362907192,0.017838084932203152,0.6545454545454547
layer_25_delta_base_sign_flip_ratio,layer,layer_25,25.0,,delta_base,base_sign_flip_ratio,1,7.522957719571276e-09,0.6272727272727273,0.0007898422279984544,0.040085828690080254,0.017777169709002564,0.6272727272727273
layer_14_delta_base_stable_rank,layer,layer_14,14.0,,delta_base,base_stable_rank,1,32.825242030148985,0.8363636363636365,0.000622417430536328,0.0399530414364365,0.01762471843308692,0.8363636363636365
layer_05_delta_base_probe_std,layer,layer_05,5.0,,delta_base,base_probe_std,1,9.018553903839846e-09,0.7181818181818183,0.0003640152161791986,0.0387714133606669,0.016967213372390027,0.7181818181818183
layer_04_delta_base_sign_flip_ratio,layer,layer_04,4.0,,delta_base,base_sign_flip_ratio,1,4.942703092009755e-09,0.690909090909091,0.00039596190879573616,0.03749903019014709,0.01643530913458825,0.690909090909091
layer_02_delta_base_stable_rank,layer,layer_02,2.0,,delta_base,base_stable_rank,1,23.869082794241024,0.6727272727272727,0.0008168586571609817,0.035997102473324036,0.0160249848901898,0.6727272727272727
layer_14_delta_base_sv_top2_ratio,layer,layer_14,14.0,,delta_base,base_sv_top2_ratio,1,0.052154430604020766,0.8363636363636365,0.0003189354976368051,0.036478401467577276,0.015950371307558987,0.8363636363636365
layer_34_delta_prev_sv_top2_ratio,layer,layer_34,34.0,,delta_prev,prev_sv_top2_ratio,1,0.05854338224952888,0.6090909090909091,0.00039998891778706726,0.03586199134345937,0.01572991704971832,0.6090909090909091
layer_10_delta_base_stable_rank,layer,layer_10,10.0,,delta_base,base_stable_rank,1,39.711826871582744,0.8181818181818182,0.0005111748388765412,0.03432216846356833,0.015127385624550595,0.8181818181818182
layer_16_delta_base_probe_std,layer,layer_16,16.0,,delta_base,base_probe_std,1,6.141236909926545e-09,0.690909090909091,0.0001794725706402052,0.0342686380329286,0.014915934723608625,0.690909090909091
layer_10_delta_prev_probe_std,layer,layer_10,10.0,,delta_prev,prev_probe_std,1,1.4068964521472265e-09,0.6363636363636364,0.00014408094148238578,0.03374263806176795,0.014668457196605832,0.6363636363636364
layer_04_delta_base_stable_rank,layer,layer_04,4.0,,delta_base,base_stable_rank,1,35.41155223698872,0.6545454545454547,0.0003222021540051489,0.03288121507177461,0.01439719211324924,0.6545454545454547
layer_13_delta_base_sign_flip_ratio,layer,layer_13,13.0,,delta_base,base_sign_flip_ratio,1,7.69232776501619e-09,0.5909090909090909,-4.981216634594341e-05,0.03236400666913423,0.014018969164947128,0.5909090909090909
layer_21_delta_prev_probe_std,layer,layer_21,21.0,,delta_prev,prev_probe_std,1,1.5554657667269346e-09,0.6636363636363638,0.0003137256580862003,0.031606837570743965,0.013841477161995545,0.6636363636363638
layer_12_delta_base_stable_rank,layer,layer_12,12.0,,delta_base,base_stable_rank,1,34.45971809091525,0.6454545454545455,0.00035275115294308864,0.03125906522347564,0.013713293173017057,0.6454545454545455
layer_00_delta_base_sv_top2_ratio,layer,layer_00,0.0,,delta_base,base_sv_top2_ratio,1,0.06188277007938851,0.6363636363636364,0.00032481668758372386,0.030627318353275697,0.01342433563681515,0.6363636363636364
layer_02_delta_base_sv_top2_ratio,layer,layer_02,2.0,,delta_base,base_sv_top2_ratio,1,0.05048671659748707,0.9,0.00019950735971876175,0.03051388614901783,0.013304160690509503,0.9
layer_34_delta_base_stable_rank,layer,layer_34,34.0,,delta_base,base_stable_rank,1,7.753708312508196,0.6818181818181819,0.00025017823421116006,0.030119620646327002,0.013162489276948736,0.6818181818181819
layer_02_delta_prev_sv_top2_ratio,layer,layer_02,2.0,,delta_prev,prev_sv_top2_ratio,1,0.06297666881379539,0.6454545454545455,0.00038737081607647636,0.029841808873118814,0.013120278934485403,0.6454545454545455
layer_04_delta_base_sv_top2_ratio,layer,layer_04,4.0,,delta_base,base_sv_top2_ratio,1,0.060110863128402234,0.8545454545454546,-2.5002509351813943e-05,0.02933466360969352,0.012695324755853695,0.8545454545454546
layer_07_delta_prev_probe_std,layer,layer_07,7.0,,delta_prev,prev_probe_std,1,2.1445073955671028e-09,0.6181818181818182,0.00012323866621889994,0.02874197864875789,0.012494881471170649,0.6181818181818182
layer_05_delta_prev_probe_std,layer,layer_05,5.0,,delta_prev,prev_probe_std,1,1.628703014153036e-09,0.6818181818181819,-0.00026173083595100536,0.028225888448706462,0.012350403137298415,0.6818181818181819
layer_05_delta_prev_stable_rank,layer,layer_05,5.0,,delta_prev,prev_stable_rank,1,82.56313003280054,0.6636363636363638,0.0003501302327096362,0.028045496424499595,0.012322606242702169,0.6636363636363638
layer_12_delta_base_sv_top2_ratio,layer,layer_12,12.0,,delta_base,base_sv_top2_ratio,1,0.0519660044889687,0.6818181818181819,0.00019290124290355918,0.02782710397221879,0.012138936797763789,0.6818181818181819
layer_19_delta_base_hutch_trace_std,layer,layer_19,19.0,,delta_base,base_hutch_trace_std,1,1.5628308958459662e-12,0.690909090909091,0.0003976350109199436,0.027512019888098684,0.012118957640117002,0.690909090909091
layer_10_delta_base_sv_top2_ratio,layer,layer_10,10.0,,delta_base,base_sv_top2_ratio,1,0.053587744088571344,0.8545454545454546,4.200713759660069e-05,0.02783908020142056,0.012058450180812166,0.8545454545454546
global_delta_base_fro_ratio,global,global,,,delta_base,base_fro_ratio,1,6.131623655738926e-08,0.5454545454545455,-0.0002794188059879628,0.026705895390791032,0.011703364412960122,0.5454545454545455
layer_08_delta_prev_probe_std,layer,layer_08,8.0,,delta_prev,prev_probe_std,1,1.5811899960706747e-09,0.7090909090909092,8.263406680583283e-05,0.026864697839236906,0.011660297051763016,0.7090909090909092
layer_12_delta_prev_sv_top2_ratio,layer,layer_12,12.0,,delta_prev,prev_sv_top2_ratio,1,0.06509047454500799,0.6272727272727273,0.00032242891092311145,0.026283420560855735,0.0115451492595919,0.6272727272727273
layer_11_delta_base_stable_rank,layer,layer_11,11.0,,delta_base,base_stable_rank,1,30.599401187051594,0.6727272727272727,0.0002767660891713743,0.02627461073628268,0.011515417681412198,0.6727272727272727
layer_16_delta_base_stable_rank,layer,layer_16,16.0,,delta_base,base_stable_rank,1,28.58197283796061,0.6272727272727273,0.00012347090751268233,0.025830900037479416,0.011236578291821217,0.6272727272727273
layer_35_delta_base_sign_flip_ratio,layer,layer_35,35.0,,delta_base,base_sign_flip_ratio,1,6.59880012609269e-09,0.7425987375524745,-5.4293524291354746e-05,0.02508934693340492,0.010876738487606072,0.7425987375524745
layer_27_delta_prev_stable_rank,layer,layer_27,27.0,,delta_prev,prev_stable_rank,1,88.70975869013878,0.6272727272727273,-0.00044045459920249384,0.023946022253427974,0.010601715616393717,0.6272727272727273
layer_11_delta_base_sv_top2_ratio,layer,layer_11,11.0,,delta_base,base_sv_top2_ratio,1,0.04883275194680922,0.690909090909091,9.724371744109059e-05,0.02383309320993298,0.010358053654299563,0.690909090909091
layer_16_delta_base_sv_top2_ratio,layer,layer_16,16.0,,delta_base,base_sv_top2_ratio,1,0.04675000601604772,0.8000000000000002,-0.00016619067570312088,0.023131813176134296,0.010094037902452014,0.8000000000000002
module_embedding_delta_base_stable_rank,module,module_embedding,,embedding,delta_base,base_stable_rank,1,4.5706781960285605,0.7000000000000001,-0.0001878310519880006,0.02306774179044942,0.01007862579830205,0.7000000000000001
module_lm_head_delta_base_stable_rank,module,module_lm,,lm,delta_base,delta_base_stable_rank,1,4.5706781960285605,0.7000000000000001,-0.0001878310519880006,0.02306774179044942,0.01007862579830205,0.7000000000000001
layer_26_delta_base_probe_std,layer,layer_26,26.0,,delta_base,base_probe_std,1,6.278898444338616e-09,0.5909090909090909,0.00019285948055860753,0.023022649461751855,0.010061987441178604,0.5909090909090909
global_delta_prev_fro_ratio,global,global,,,delta_prev,prev_fro_ratio,1,2.1346203470145148e-08,0.5363636363636364,-0.0006162904101671636,0.02234721965477178,0.0100103900315327,0.5363636363636364
layer_08_delta_base_sv_top2_ratio,layer,layer_08,8.0,,delta_base,base_sv_top2_ratio,1,0.05635234987445658,0.6090909090909091,-0.00011103016950682284,0.022155466278046286,0.009640656195594195,0.6090909090909091
layer_17_delta_base_energy_topk,layer,layer_17,17.0,,delta_base,base_energy_topk,1,0.002719691643430877,0.6000000000000001,-0.00037894813701229565,0.02087141708100049,0.009237671690923857,0.6000000000000001
layer_29_delta_base_energy_topk,layer,layer_29,29.0,,delta_base,base_energy_topk,1,0.002493893868550056,0.6090909090909091,-0.00032969978769088466,0.020714033904519293,0.009141677556944831,0.6090909090909091
layer_29_delta_prev_sv_top2_ratio,layer,layer_29,29.0,,delta_prev,prev_sv_top2_ratio,1,0.0608573879860705,0.8272727272727273,-0.00028742947850313936,0.01983492627559792,0.00873764944808057,0.8272727272727273
layer_18_delta_base_probe_std,layer,layer_18,18.0,,delta_base,base_probe_std,1,1.1428559424435555e-08,0.6636363636363638,-0.0004955407006746475,0.019245205132753136,0.008600864387458577,0.6636363636363638
layer_28_delta_base_probe_std,layer,layer_28,28.0,,delta_base,base_probe_std,1,7.689191678125153e-09,0.5909090909090909,-0.0007178390186530064,0.015706346371843805,0.007197245843209445,0.5909090909090909
layer_29_delta_base_effective_rank,layer,layer_29,29.0,,delta_base,base_effective_rank,1,0.3695555096218731,0.6363636363636364,-0.00048322734746365347,0.015860080614159857,0.0071305128742125325,0.6363636363636364
layer_17_delta_base_effective_rank,layer,layer_17,17.0,,delta_base,base_effective_rank,1,0.3813213412009995,0.6000000000000001,-0.0005242133979873252,0.01572585524062686,0.007095756486211706,0.6000000000000001
module_attention_delta_prev_share,module,module_attention,,attention,delta_prev,prev_share,1,0.025047149568496522,0.3727272727272728,-0.0003183180055214831,0.015858565274416432,0.007036237397804195,0.3727272727272728
module_attention_delta_base_share,module,module_attention,,attention,delta_base,base_share,1,0.024627786227604267,0.8181818181818182,-0.0004610646493843033,0.015559822531224392,0.0069881318587214246,0.8181818181818182
layer_05_delta_prev_sv_top2_ratio,layer,layer_05,5.0,,delta_prev,prev_sv_top2_ratio,1,0.06172890604205869,0.690909090909091,-0.00041455945703162825,0.015346420237972601,0.006869478440459236,0.690909090909091
layer_05_delta_base_sign_flip_ratio,layer,layer_05,5.0,,delta_base,base_sign_flip_ratio,1,7.4016343563821285e-09,0.5909090909090909,-0.0008122791275454587,0.01479821477728739,0.006858282559465146,0.5909090909090909
layer_15_delta_base_probe_std,layer,layer_15,15.0,,delta_base,base_probe_std,1,1.3973435849940785e-08,0.5909090909090909,-0.00037210984300982864,0.013422765428345789,0.006013799497087353,0.5909090909090909
module_mlp_delta_prev_share,module,module_mlp,,mlp,delta_prev,prev_share,1,0.056611269138274564,0.5181818181818182,-0.0006077618286074097,0.011962366457852048,0.005516262788124623,0.5181818181818182
global_delta_prev_cosine_ref,global,global,,,delta_prev,prev_cosine_ref,1,0.08264461564275472,0.03636363636363637,-0.0006719711106748125,0.010529773616610144,0.00493341698563644,0.03636363636363637
layer_18_delta_base_hutch_trace_std,layer,layer_18,18.0,,delta_base,base_hutch_trace_std,1,1.6498481083806054e-12,0.6272727272727273,-0.0011163109973277312,0.002916005426214878,0.0018943039014820704,0.6272727272727273
layer_16_delta_base_hutch_trace_std,layer,layer_16,16.0,,delta_base,base_hutch_trace_std,0,7.651295376372134e-13,0.6636363636363638,0.0,0.0,0.0,0.6636363636363638
layer_07_delta_prev_hutch_trace_std,layer,layer_07,7.0,,delta_prev,prev_hutch_trace_std,0,9.095032209854659e-14,0.6545454545454547,0.0,0.0,0.0,0.6545454545454547
layer_02_delta_base_hutch_trace_std,layer,layer_02,2.0,,delta_base,base_hutch_trace_std,0,3.7587232293833757e-13,0.6272727272727273,0.0,0.0,0.0,0.6272727272727273
layer_05_delta_prev_hutch_trace_std,layer,layer_05,5.0,,delta_prev,prev_hutch_trace_std,0,6.51671811398771e-14,0.6272727272727273,0.0,0.0,0.0,0.6272727272727273
layer_10_delta_prev_hutch_trace_std,layer,layer_10,10.0,,delta_prev,prev_hutch_trace_std,0,5.657531031799859e-14,0.6272727272727273,0.0,0.0,0.0,0.6272727272727273
layer_21_delta_prev_hutch_trace_std,layer,layer_21,21.0,,delta_prev,prev_hutch_trace_std,0,7.251358816464625e-14,0.6272727272727273,0.0,0.0,0.0,0.6272727272727273
layer_30_delta_base_hutch_trace_std,layer,layer_30,30.0,,delta_base,base_hutch_trace_std,0,2.4149240836754353e-13,0.6272727272727273,0.0,0.0,0.0,0.6272727272727273
layer_35_delta_base_hutch_trace_std,layer,layer_35,35.0,,delta_base,base_hutch_trace_std,0,2.4195824674680827e-13,0.6181818181818182,0.0,0.0,0.0,0.6181818181818182
layer_19_delta_prev_hutch_trace_std,layer,layer_19,19.0,,delta_prev,prev_hutch_trace_std,0,6.921460918132413e-14,0.6090909090909091,0.0,0.0,0.0,0.6090909090909091
layer_23_delta_prev_probe_std,layer,layer_23,23.0,,delta_prev,prev_probe_std,0,1.7658762147125277e-09,0.5909090909090909,0.0,0.0,0.0,0.5909090909090909
layer_00_delta_prev_stable_rank,layer,layer_00,0.0,,delta_prev,prev_stable_rank,0,100.92486847569727,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_01_delta_prev_sv_top2_ratio,layer,layer_01,1.0,,delta_prev,prev_sv_top2_ratio,0,0.06019951405341074,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_08_delta_base_probe_std,layer,layer_08,8.0,,delta_base,base_probe_std,0,9.75569935376859e-09,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_08_delta_prev_hutch_trace_std,layer,layer_08,8.0,,delta_prev,prev_hutch_trace_std,0,7.074302460037807e-14,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_10_delta_base_sign_flip_ratio,layer,layer_10,10.0,,delta_base,base_sign_flip_ratio,0,1.1081134029276218e-08,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_22_delta_base_hutch_trace_std,layer,layer_22,22.0,,delta_base,base_hutch_trace_std,0,9.051861433643833e-13,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_22_delta_base_probe_std,layer,layer_22,22.0,,delta_base,base_probe_std,0,8.069727618926415e-09,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_26_delta_base_effective_rank,layer,layer_26,26.0,,delta_base,base_effective_rank,0,0.32007651174273205,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_28_delta_base_hutch_trace_std,layer,layer_28,28.0,,delta_base,base_hutch_trace_std,0,7.955005470304003e-13,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_29_delta_base_probe_std,layer,layer_29,29.0,,delta_base,base_probe_std,0,5.504113817901322e-09,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_31_delta_base_hutch_trace_std,layer,layer_31,31.0,,delta_base,base_hutch_trace_std,0,2.1911135045870897e-13,0.5818181818181819,0.0,0.0,0.0,0.5818181818181819
layer_00_delta_base_hutch_trace_std,layer,layer_00,0.0,,delta_base,base_hutch_trace_std,0,3.7909588493947344e-13,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_03_delta_prev_sv_top2_ratio,layer,layer_03,3.0,,delta_prev,prev_sv_top2_ratio,0,0.05921457302824329,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_06_delta_prev_probe_std,layer,layer_06,6.0,,delta_prev,prev_probe_std,0,1.491761172195486e-09,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_12_delta_base_sign_flip_ratio,layer,layer_12,12.0,,delta_base,base_sign_flip_ratio,0,1.7590159879562604e-08,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_13_delta_base_hutch_trace_std,layer,layer_13,13.0,,delta_base,base_hutch_trace_std,0,7.739684937119073e-13,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_20_delta_prev_hutch_trace_std,layer,layer_20,20.0,,delta_prev,prev_hutch_trace_std,0,9.801279778367993e-14,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_20_delta_prev_probe_std,layer,layer_20,20.0,,delta_prev,prev_probe_std,0,2.1433324232504045e-09,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_23_delta_prev_hutch_trace_std,layer,layer_23,23.0,,delta_prev,prev_hutch_trace_std,0,6.932999634573912e-14,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_24_delta_base_sign_flip_ratio,layer,layer_24,24.0,,delta_base,base_sign_flip_ratio,0,1.312095428928344e-08,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_27_delta_prev_probe_std,layer,layer_27,27.0,,delta_prev,prev_probe_std,0,1.4314258510652033e-09,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_32_delta_prev_stable_rank,layer,layer_32,32.0,,delta_prev,prev_stable_rank,0,82.5314749592699,0.5727272727272729,0.0,0.0,0.0,0.5727272727272729
layer_15_delta_base_sign_flip_ratio,layer,layer_15,15.0,,delta_base,base_sign_flip_ratio,0,3.1666794832180055e-08,0.5694775594727565,0.0,0.0,0.0,0.5694775594727565
layer_00_delta_base_sign_flip_ratio,layer,layer_00,0.0,,delta_base,base_sign_flip_ratio,0,1.44034457824676e-08,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_02_delta_prev_stable_rank,layer,layer_02,2.0,,delta_prev,prev_stable_rank,0,78.62323300937273,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_05_delta_base_hutch_trace_std,layer,layer_05,5.0,,delta_base,base_hutch_trace_std,0,8.347403988198762e-13,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_06_delta_prev_hutch_trace_std,layer,layer_06,6.0,,delta_prev,prev_hutch_trace_std,0,5.955784897657355e-14,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_06_delta_prev_spec_proxy,layer,layer_06,6.0,,delta_prev,prev_spec_proxy,0,2.1725478407837862e-08,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_07_delta_base_effective_rank,layer,layer_07,7.0,,delta_base,base_effective_rank,0,0.3418105374396301,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_07_delta_base_energy_topk,layer,layer_07,7.0,,delta_base,base_energy_topk,0,0.002114399100025711,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_07_delta_prev_sv_top1,layer,layer_07,7.0,,delta_prev,prev_sv_top1,0,2.015825614247571e-08,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_14_delta_base_probe_std,layer,layer_14,14.0,,delta_base,base_probe_std,0,8.236430215704714e-09,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_15_delta_base_hutch_trace_std,layer,layer_15,15.0,,delta_base,base_hutch_trace_std,0,1.7930073602102531e-12,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_15_delta_base_stable_rank,layer,layer_15,15.0,,delta_base,base_stable_rank,0,24.665587590748068,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_19_delta_prev_spec_proxy,layer,layer_19,19.0,,delta_prev,prev_spec_proxy,0,4.225141690127562e-08,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_27_delta_prev_hutch_trace_std,layer,layer_27,27.0,,delta_prev,prev_hutch_trace_std,0,5.301652891146219e-14,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_27_delta_prev_sv_top2_ratio,layer,layer_27,27.0,,delta_prev,prev_sv_top2_ratio,0,0.0642894112372926,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_33_delta_base_hutch_trace_std,layer,layer_33,33.0,,delta_base,base_hutch_trace_std,0,1.931873428134097e-13,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_35_delta_prev_sv_top2_ratio,layer,layer_35,35.0,,delta_prev,prev_sv_top2_ratio,0,0.05101484142719503,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
module_attention_delta_prev_probe_std,module,module_attention,,attention,delta_prev,prev_probe_std,0,1.329240636027789e-09,0.5636363636363637,0.0,0.0,0.0,0.5636363636363637
layer_00_delta_base_probe_std,layer,layer_00,0.0,,delta_base,base_probe_std,0,4.5823951611566725e-09,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_00_delta_prev_hutch_trace_mean,layer,layer_00,0.0,,delta_prev,prev_hutch_trace_mean,0,3.752099676843464e-12,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_00_delta_prev_probe_mean,layer,layer_00,0.0,,delta_prev,prev_probe_mean,0,4.6849697298212175e-07,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_05_delta_prev_spec_proxy,layer,layer_05,5.0,,delta_prev,prev_spec_proxy,0,2.7711925758080256e-08,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_05_delta_prev_sv_top1,layer,layer_05,5.0,,delta_prev,prev_sv_top1,0,2.1997791452745002e-08,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_06_delta_base_hutch_trace_std,layer,layer_06,6.0,,delta_base,base_hutch_trace_std,0,4.0310564472814566e-13,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_06_delta_prev_hutch_trace_mean,layer,layer_06,6.0,,delta_prev,prev_hutch_trace_mean,0,7.085508045420447e-12,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_06_delta_prev_probe_mean,layer,layer_06,6.0,,delta_prev,prev_probe_mean,0,6.569925375891271e-07,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_07_delta_base_hutch_trace_std,layer,layer_07,7.0,,delta_base,base_hutch_trace_std,0,8.89133458743719e-13,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_09_delta_prev_sv_top1,layer,layer_09,9.0,,delta_prev,prev_sv_top1,0,2.0207527073256766e-08,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_15_delta_prev_hutch_trace_std,layer,layer_15,15.0,,delta_prev,prev_hutch_trace_std,0,4.545536240863119e-14,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_16_delta_prev_probe_std,layer,layer_16,16.0,,delta_prev,prev_probe_std,0,1.5535186767547105e-09,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_17_delta_base_hutch_trace_std,layer,layer_17,17.0,,delta_base,base_hutch_trace_std,0,9.216688135394083e-13,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_21_delta_base_hutch_trace_std,layer,layer_21,21.0,,delta_base,base_hutch_trace_std,0,2.0534430169933104e-12,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_23_delta_base_hutch_trace_std,layer,layer_23,23.0,,delta_base,base_hutch_trace_std,0,5.406643071991875e-13,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_24_delta_base_hutch_trace_std,layer,layer_24,24.0,,delta_base,base_hutch_trace_std,0,1.013800632963242e-12,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_24_delta_base_probe_std,layer,layer_24,24.0,,delta_base,base_probe_std,0,8.981281927489781e-09,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_25_delta_base_effective_rank,layer,layer_25,25.0,,delta_base,base_effective_rank,0,0.33777280224492595,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_25_delta_base_energy_topk,layer,layer_25,25.0,,delta_base,base_energy_topk,0,0.002079007766434004,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_25_delta_base_hutch_trace_std,layer,layer_25,25.0,,delta_base,base_hutch_trace_std,0,4.837448718400589e-13,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_25_delta_base_probe_std,layer,layer_25,25.0,,delta_base,base_probe_std,0,4.855650150219558e-09,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_26_delta_prev_spec_proxy,layer,layer_26,26.0,,delta_prev,prev_spec_proxy,0,1.975898624011279e-08,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_27_delta_base_energy_topk,layer,layer_27,27.0,,delta_base,base_energy_topk,0,0.002077612083153757,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_29_delta_base_hutch_trace_std,layer,layer_29,29.0,,delta_base,base_hutch_trace_std,0,4.222882910718047e-13,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_29_delta_prev_spec_proxy,layer,layer_29,29.0,,delta_prev,prev_spec_proxy,0,2.0689522740997712e-08,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
layer_31_delta_base_sign_flip_ratio,layer,layer_31,31.0,,delta_base,base_sign_flip_ratio,0,7.663033080563517e-09,0.5545454545454546,0.0,0.0,0.0,0.5545454545454546
