method_id,comparison_type,domain,anchor_from_pct,anchor_to_pct,feature,channel,family,w_from,w_to,sign_consistent,cosine_sim,weight_ratio
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_gini_tail,rank,uncertainty,0.5346974234199149,-0.030335517348335003,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_gini_tail,raw,uncertainty,-4.071394999847064,0.3127499857692627,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_logprob_prefix,rank,self_cert_logprob,0.019436381888637253,0.01039027774079588,True,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_logprob_prefix,raw,self_cert_logprob,-0.004601261265018332,-0.3139816173484843,True,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_logprob_recency,rank,self_cert_logprob,0.09085318548743902,0.00817555194406982,True,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_logprob_recency,raw,self_cert_logprob,-0.0992950984729325,-0.31232123841683784,True,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_neg_entropy_prefix,rank,uncertainty,-0.04809489124877172,0.00024158456118955098,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_neg_entropy_prefix,raw,uncertainty,-1.518699193694416,0.017166356513702907,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_neg_entropy_recency,rank,uncertainty,0.00784955602048927,-0.000999522585108343,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_neg_entropy_recency,raw,uncertainty,-1.629426008423406,0.02410866819460777,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_selfcert_prefix,rank,self_cert_logprob,-0.04809489124877172,0.00024158456118955098,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_selfcert_prefix,raw,self_cert_logprob,-1.5186991936944054,0.017166356513703178,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_selfcert_recency,rank,self_cert_logprob,0.00784955602048927,-0.000999522585108343,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,tok_selfcert_recency,raw,self_cert_logprob,-1.6294260084233805,0.02410866819460779,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_continuity,rank,trajectory,-1.5765227059762006,-0.03643012955670961,True,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_continuity,raw,trajectory,50.92772550968362,2.0563293660880175,True,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_late_convergence,rank,trajectory,0.24448330463867038,-0.07783618582051673,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_late_convergence,raw,trajectory,-0.19039321940484383,0.042171072329098405,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_max_reflection,rank,trajectory,2.139549841579608,-0.05780914128391458,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_max_reflection,raw,trajectory,-10.127860779882004,0.26431868761721833,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_novelty,rank,trajectory,-0.4792868527828374,0.05069435587015042,False,0.6405906304352864,nan
es_svd_ms_rr_r1,cross_domain,math_vs_science,70,70,traj_novelty,raw,trajectory,-45.24591083284108,-0.2545640511987296,True,0.6405906304352864,nan
