domain,protocol,model_family,feature_variant,auc_of_auroc,auc_of_selacc,auroc_at_100,stop_acc_at_100,samples,num_caches,svd_method,svd_auc_of_auroc,svd_auc_of_selacc,svd_auroc_at_100,svd_stop_acc_at_100,delta_auc_of_auroc_vs_svd,delta_auc_of_selacc_vs_svd,delta_auroc_at_100_vs_svd,delta_stop_acc_at_100_vs_svd,search_cv_auroc,search_positions_pct,search_config_json,note
math,id_grouped_85_15,xgboost,raw,0.9573962587029328,0.9994505494505495,0.9778456726631942,0.75,1792,7,es_svd_math_rr_r2_20260412,0.9686006761264465,0.9983516483516484,0.9827020870200405,0.75,-0.011204417423513746,0.001098901098901095,-0.00485641435684625,0.0,0.95460833023567,100,"{""colsample"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5, ""model_family"": ""xgboost"", ""n_estimators"": 800, ""subsample"": 0.7}",
