row_kind,domain,protocol,split_name,representation,method_name,family_name,seed,n_seeds,reference_kind,status,auc_of_auroc,auc_of_selacc,auroc_at_100,stop_acc_at_100,earliest_gt_0p6,val_auroc_mean,best_svd_reference_method,best_svd_reference_auc_of_auroc,delta_auc_of_auroc_vs_best_svd,best_linear_reference_method,best_linear_reference_auc_of_auroc,delta_auc_of_auroc_vs_best_linear,anchor_config_summary,notes
mlp_seed,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_seed42,mlp_1h,42,3,mlp,ok,0.9663401973222199,0.9994505494505495,0.9802705013335764,0.7857142857142857,10%,0.9715458563721618,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.00226047880422664,tok_conf_prefix_mean_v1,0.6851815514759283,0.2811586458462916,"{""10%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9419211441824508}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9829764765858277}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9578830607888943}, ""30%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9673983070312544}, ""40%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9710130922169375}, ""50%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9757216965541196}, ""60%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9771222332397775}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9802230214618242}, ""80%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9787482563318264}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9824512753287059}}",
mlp_seed,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_seed101,mlp_1h,101,3,mlp,ok,0.9490438218705254,0.9983516483516484,0.9812292322428176,0.75,10%,0.9492556513426225,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.01955685425592113,tok_conf_prefix_mean_v1,0.6851815514759283,0.2638622703945971,"{""10%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9123628874380798}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 11, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9689200643069179}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9280883057791337}, ""30%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9345947449598604}, ""40%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9409118156778803}, ""50%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9572575789829738}, ""60%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9594150734684336}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 11, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9614889846324227}, ""80%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9647134724560306}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9648035857244911}}",
mlp_seed,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_seed29,mlp_1h,29,3,mlp,ok,0.9636658410400026,0.9978021978021978,0.9809930232628917,0.7142857142857143,10%,0.9199145963926352,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.004934835086443878,tok_conf_prefix_mean_v1,0.6851815514759283,0.27848428956407434,"{""10%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 8, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8815078747782673}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9339244156554835}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 11, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9030247879512665}, ""30%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9217133599156416}, ""40%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9225495651425392}, ""50%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9226510165119789}, ""60%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9285167502359513}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9284614131253478}, ""80%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9258605689269827}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.9309362116828938}}",
mlp_family_mean,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_mean,mlp_1h,mean,3,mlp,ok,0.9596832867442493,0.9985347985347985,0.9808309189464285,0.75,10%,0.9469053680358065,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.008917389382197216,tok_conf_prefix_mean_v1,0.6851815514759283,0.274501735268321,,
mlp_seed,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed42,mlp_2h,42,3,mlp,ok,0.9640490181686125,0.9989010989010989,0.9782053927847338,0.7142857142857143,10%,0.9709109930925532,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.0045516579578339655,tok_conf_prefix_mean_v1,0.6851815514759283,0.27886746669268425,"{""10%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 6, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9402531049898321}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 7, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.983400839201582}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9556800165823544}, ""30%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9657204640818362}, ""40%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9697147947093326}, ""50%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9762735080082687}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 11, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.976829521072475}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 11, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9799765270051484}, ""80%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9786642241306869}, ""90%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9825969311440144}}",
mlp_seed,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed101,mlp_2h,101,3,mlp,ok,0.9613299748987473,0.9989010989010989,0.9815193841258393,0.75,10%,0.9527032021554049,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.007270701227699239,tok_conf_prefix_mean_v1,0.6851815514759283,0.276148423422819,"{""10%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9146692647149091}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 4, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9692439496776165}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 6, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9367574634029121}, ""30%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9448519856915801}, ""40%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.94986437300102}, ""50%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9572601909617697}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 6, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9614602528656673}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 5, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9636712929164442}, ""80%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 8, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9627087787301343}, ""90%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 5, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9665444695919958}}",
mlp_seed,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed29,mlp_2h,29,3,mlp,ok,0.9626590162231449,0.9989010989010989,0.9758347310664011,0.75,10%,0.9176131874483137,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.005941659903301644,tok_conf_prefix_mean_v1,0.6851815514759283,0.2774774647472166,"{""10%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 10, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8811481835593444}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9288057329246585}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9012109604370402}, ""30%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9203576007058556}, ""40%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9178059450502492}, ""50%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.920640434826718}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 7, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9248429809486626}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 7, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9259005346179741}, ""80%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9259066831858189}, ""90%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9295128182268145}}",
mlp_family_mean,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_mean,mlp_2h,mean,3,mlp,ok,0.9626793364301682,0.9989010989010989,0.9785198359923247,0.7380952380952381,10%,0.9470757942320907,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.005921339696278283,tok_conf_prefix_mean_v1,0.6851815514759283,0.27749778495423993,,
mlp_best_mean,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_best_mean,mlp_2h,mean,3,mlp,ok,0.9626793364301682,0.9989010989010989,0.9785198359923247,0.7380952380952381,10%,0.9470757942320907,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.005921339696278283,tok_conf_prefix_mean_v1,0.6851815514759283,0.27749778495423993,,
mlp_seed_best_family,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed42,mlp_2h,42,3,mlp,ok,0.9640490181686125,0.9989010989010989,0.9782053927847338,0.7142857142857143,10%,0.9709109930925532,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.0045516579578339655,tok_conf_prefix_mean_v1,0.6851815514759283,0.27886746669268425,"{""10%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 6, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9402531049898321}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 7, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.983400839201582}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9556800165823544}, ""30%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9657204640818362}, ""40%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9697147947093326}, ""50%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9762735080082687}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 11, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.976829521072475}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 11, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9799765270051484}, ""80%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 9, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9786642241306869}, ""90%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9825969311440144}}",
mlp_seed_best_family,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed101,mlp_2h,101,3,mlp,ok,0.9613299748987473,0.9989010989010989,0.9815193841258393,0.75,10%,0.9527032021554049,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.007270701227699239,tok_conf_prefix_mean_v1,0.6851815514759283,0.276148423422819,"{""10%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9146692647149091}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 4, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9692439496776165}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 6, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9367574634029121}, ""30%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9448519856915801}, ""40%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.94986437300102}, ""50%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9572601909617697}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 6, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9614602528656673}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 5, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9636712929164442}, ""80%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 8, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9627087787301343}, ""90%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 5, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9665444695919958}}",
mlp_seed_best_family,math,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_2h_seed29,mlp_2h,29,3,mlp,ok,0.9626590162231449,0.9989010989010989,0.9758347310664011,0.75,10%,0.9176131874483137,es_svd_math_rr_r2_20260412,0.9686006761264465,-0.005941659903301644,tok_conf_prefix_mean_v1,0.6851815514759283,0.2774774647472166,"{""10%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 10, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.8811481835593444}, ""100%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9288057329246585}, ""20%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9012109604370402}, ""30%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9203576007058556}, ""40%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9178059450502492}, ""50%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.920640434826718}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 7, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9248429809486626}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 7, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9259005346179741}, ""80%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64, 32], ""route_type"": ""mlp"", ""val_auroc"": 0.9259066831858189}, ""90%"": {""alpha"": 0.001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [128, 64], ""route_type"": ""mlp"", ""val_auroc"": 0.9295128182268145}}",
mlp_seed,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_seed42,mlp_1h,42,3,mlp,ok,0.8493084145002441,0.9921875,0.8760887489465654,0.6833333333333333,10%,0.8439899742618108,es_svd_science_rr_r2_20260412,0.8398259487391495,0.009482465761094572,tok_conf_prefix_mean_v1,0.8088953690217542,0.040413045478489895,"{""10%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.7943442046793825}, ""100%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 11, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.8537393484239103}, ""20%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8432150539339263}, ""30%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8459509476973922}, ""40%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8509122875630463}, ""50%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8423443420906598}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 11, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8480957968004312}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8490532715334922}, ""80%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.8561783985948817}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.8560660913009853}}",
mlp_seed,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_seed101,mlp_1h,101,3,mlp,ok,0.828109295186072,0.99296875,0.854882535699452,0.7833333333333334,10%,0.8449128588825656,es_svd_science_rr_r2_20260412,0.8398259487391495,-0.011716653553077494,tok_conf_prefix_mean_v1,0.8088953690217542,0.01921392616431783,"{""10%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8340381860368877}, ""100%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 2, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.8428324574995538}, ""20%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 2, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8198250385793329}, ""30%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8400173903154423}, ""40%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8608060040024577}, ""50%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8604806266199766}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.8619159989322568}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.859346939162327}, ""80%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 2, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.8387644504676115}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 1, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.83110149720981}}",
mlp_seed,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_seed29,mlp_1h,29,3,mlp,ok,0.8506933475724114,0.9932291666666667,0.8762983060956809,0.7666666666666667,10%,0.7073485136602875,es_svd_science_rr_r2_20260412,0.8398259487391495,0.010867398833261932,tok_conf_prefix_mean_v1,0.8088953690217542,0.041797978550657255,"{""10%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 3, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.6094039320835285}, ""100%"": {""alpha"": 0.0001, ""batch_size"": 128, ""best_epoch"": 12, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.7060976320080038}, ""20%"": {""alpha"": 0.001, ""batch_size"": 128, ""best_epoch"": 3, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.664414139916076}, ""30%"": {""alpha"": 0.0, ""batch_size"": 128, ""best_epoch"": 8, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.70939957582797}, ""40%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 8, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.7249670711131799}, ""50%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.7360461547723759}, ""60%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.7390686129829142}, ""70%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [64], ""route_type"": ""mlp"", ""val_auroc"": 0.7378302616836977}, ""80%"": {""alpha"": 0.0, ""batch_size"": 64, ""best_epoch"": 12, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.7177210028785549}, ""90%"": {""alpha"": 0.0001, ""batch_size"": 64, ""best_epoch"": 11, ""hidden_layers"": [32], ""route_type"": ""mlp"", ""val_auroc"": 0.7285367533365736}}",
mlp_family_mean,science,id_grouped_85_15,seed42_grouped_holdout,raw+rank,mlp_1h_mean,mlp_1h,mean,3,mlp,ok,0.8427036857529092,0.9927951388888889,0.8690898635805661,0.7444444444444445,10%,0.7987504489348879,es_svd_science_rr_r2_20260412,0.8398259487391495,0.002877737013759707,tok_conf_prefix_mean_v1,0.8088953690217542,0.03380831673115503,,
