experiment_type,route_label,method_id,anchor_pct,rank_spec,n_problem_slices,n_samples,base_auroc,base_selacc_10,mean_abs_share_top1_k1,mean_abs_share_top1_k2,mean_abs_share_top1_k4,policy,k,intervened_auroc,intervened_auroc_std,intervened_selacc_10,intervened_selacc_10_std,auroc_drop,auroc_drop_std,selacc_drop,selacc_drop_std,mean_top1_score_drop,mean_top1_score_drop_std,median_top1_score_drop,median_top1_score_drop_std,mean_removed_abs_share_top1,mean_removed_abs_share_top1_std,mean_removed_abs_contribution_top1,mean_removed_abs_contribution_top1_std,top1_flip_rate,top1_flip_rate_std,decision_flip_rate,decision_flip_rate_std,n_repeats,subset_kind,epsilon,n_selected,monotonic_fraction,mean_score_delta,median_score_delta
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,-0.2,28,1.0,-0.29570507482175884,-0.28789994954848197
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,-0.1,28,1.0,-0.1478525374108783,-0.14394997477424099
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,0.0,28,1.0,4.440892098500626e-16,0.0
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,0.1,28,1.0,0.1478525374108793,0.14394997477424143
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,0.2,28,1.0,0.2957050748217595,0.2878999495484851
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,-0.2,28,1.0,-0.30216085789869307,-0.26583078822207584
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,-0.1,28,1.0,-0.15108042894934703,-0.1329153941110388
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,0.0,28,1.0,4.440892098500626e-16,0.0
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,0.1,28,1.0,0.1510804289493479,0.13291539411103992
perturbation,math,es_svd_math_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative_contribution_axis,0.2,28,1.0,0.30216085789869407,0.26583078822207584
route_selection,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,0.3021891470398717,0.48607272194871587,0.7057622468363322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ablation,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,,,,top,1,0.7331368989062217,0.0,0.9479166666666666,0.0,0.1379352038600663,0.0,0.05208333333333337,0.0,0.5005159609404799,0.0,1.085754599642455,0.0,0.3021891470398717,0.0,1.280045210947546,0.0,0.9,0.0,0.3333333333333333,0.0,1,,,,,,
ablation,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,,,,random,1,0.8568194295678442,0.0021365855539040557,0.9976399739583334,0.001766156771989812,0.01425267319844381,0.0021365855539040557,0.0023600260416666297,0.001766156771989812,0.05906617048637608,0.053213491159017016,0.01343111374255314,0.012321967471976308,0.06482311426760895,0.01008227783524566,0.2758230709845878,0.03824093288335766,0.7203125,0.059764348434079,0.33541666666666664,0.04908007912245728,32,,,,,,
ablation,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,,,,bottom,1,0.8710929933112274,0.0,1.0,0.0,-2.089054493936704e-05,0.0,0.0,0.0,-0.0006777510848769512,0.0,-0.000720952114375964,0.0,0.000715648345770364,0.0,0.0028802417611476796,0.0,0.016666666666666666,0.0,0.016666666666666666,0.0,1,,,,,,
ablation,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,,,,top,2,0.6828846930545902,0.0,0.9401041666666666,0.0,0.18818740971169778,0.0,0.05989583333333337,0.0,0.8612641308654955,0.0,0.7743388666847609,0.0,0.48607272194871587,0.0,2.0695288406375743,0.0,0.9666666666666667,0.0,0.5333333333333333,0.0,1,,,,,,
ablation,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,,,,random,2,0.8442487815431402,0.0036408578172630384,0.996337890625,0.002901292882483061,0.02682332122314779,0.0036408578172630384,0.003662109375,0.002901292882483061,0.1128166214132689,0.06543103447094646,0.04685101661885989,0.04662626446471565,0.12446122911457327,0.019363617960801462,0.5302430602912546,0.08344989738127673,0.7958333333333334,0.05527707983925667,0.4,0.05921946001479957,32,,,,,,
ablation,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,,,,bottom,2,0.8710527948383895,0.0,1.0,0.0,1.9307927898504218e-05,0.0,0.0,0.0,0.003987844611468436,0.0,0.0031080085378699662,0.0,0.002695204047067914,0.0,0.011328948693312968,0.0,0.016666666666666666,0.0,0.016666666666666666,0.0,1,,,,,,
ablation,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,,,,top,4,0.6086586877445934,0.0,0.8541666666666666,0.0,0.2624134150216946,0.0,0.14583333333333337,0.0,0.8533165736001502,0.0,0.6895943957889902,0.0,0.7057622468363322,0.0,3.021936822131829,0.0,0.9666666666666667,0.0,0.45,0.0,1,,,,,,
ablation,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,,,,random,4,0.8167862511885453,0.0036775805558332125,0.9942220052083333,0.003237868858085574,0.05428585157774268,0.0036775805558332125,0.005777994791666741,0.003237868858085574,0.22580470178074769,0.11174088648877702,0.16344779760851516,0.10686017458695775,0.24436618917163255,0.02138059243559188,1.0471164699340485,0.09014441197560977,0.8442708333333334,0.038099234235159575,0.4421875,0.05558782699851351,32,,,,,,
ablation,science,es_svd_science_rr_r1,100,science:16,60,3840,0.871072102766288,1.0,,,,bottom,4,0.8707774194732797,0.0,1.0,0.0,0.0002946832930083021,0.0,0.0,0.0,0.010225604811758474,0.0,0.013181840223206454,0.0,0.011774251298460821,0.0,0.0495337915997148,0.0,0.18333333333333332,0.0,0.13333333333333333,0.0,1,,,,,,
perturbation,science,es_svd_science_rr_r1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive_contribution_axis,-0.2,60,1.0,-0.060308986520942964,-0.045561075923600036
