anchor_pct,basis_mode,basis_rank,basis_whiten,cv_auroc,cv_hit@1,cv_hit@3,cv_mrr,cv_n_valid_folds,cv_ndcg@3,cv_pairwise_acc,cv_selacc@10%,dataset_scope,domain,feature_family,group_filtering_logic,holdout_auroc,holdout_hit@1,holdout_hit@3,holdout_mrr,holdout_n_problems,holdout_n_samples,holdout_ndcg@3,holdout_pairwise_acc,holdout_selacc@10%,holdout_split,holdout_stop_acc,model__c_value,model__class_weight,model__colsample_bytree,model__learning_rate,model__loss,model__max_depth,model__min_child_weight,model__n_estimators,model__reg_lambda,model__subsample,model_name,objective,optimized_metric,pairing_logic,representation,split_seed,task_family,task_key,train_n_problems,train_n_samples
70,raw_features,,,0.8019100239377148,0.8434959349593495,0.9260162601626017,0.8907078280923612,3,0.8432492569121589,0.8410218883192201,0.9112999049429659,earlystop_math,math,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.8339818711068882,0.8333333333333334,0.8333333333333334,0.8482128982128982,18,1152,0.8168843382796741,0.847885609978704,0.9913793103448276,0.15,0.8333333333333334,0.3,,,,squared_hinge,,,,,,pairwise_linear_svm,pairwise_linear_svm,cv_pairwise_acc,within-problem positive-vs-negative pairs; mirrored diffs; no cross-problem pairs,raw+rank,42,earlystop,earlystop_math_70,121,7744
70,raw_features,,,0.8164727464309781,0.8516260162601625,0.9258130081300813,0.8920180511013144,3,0.8396874599788292,0.841085877681592,0.9306925301013941,earlystop_math,math,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.8462588419830173,0.8333333333333334,0.8333333333333334,0.8503086419753086,18,1152,0.8168843382796741,0.8477334955886827,0.9913793103448276,0.15,0.8333333333333334,1.0,,,,,,,,,,pairwise_logistic,pairwise_logistic_diff,cv_pairwise_acc,within-problem positive-vs-negative pairs; mirrored diffs; no cross-problem pairs,raw+rank,42,earlystop,earlystop_math_70,121,7744
70,frozen_z,16,0,0.8831608349486287,0.8105691056910569,0.9091463414634147,0.863630978729414,3,0.8142540536367223,0.835128778709695,0.9768744058935361,earlystop_math,math,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.880691673076633,0.8333333333333334,0.8333333333333334,0.8616402116402117,18,1152,0.8202978131660346,0.8582293885001521,1.0,0.15,0.8333333333333334,1.0,,,,,,,,,,pairwise_logistic_frozen_z,pairwise_logistic_diff,cv_pairwise_acc,within-problem positive-vs-negative pairs; mirrored diffs; no cross-problem pairs,raw+rank,42,earlystop,earlystop_math_70,121,7744
70,raw_features,,,0.9267233853330588,0.8105691056910569,0.9008130081300812,0.8613908866590579,3,0.8169346871711038,0.8389686068044098,0.9858850205956907,earlystop_math,math,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.9359795182721747,0.7777777777777778,0.8888888888888888,0.8416666666666667,18,1152,0.8287541156228769,0.8466686948585336,0.9913793103448276,0.15,0.7777777777777778,0.2,,,,,,,,,,pointwise_logistic,pointwise_logistic,cv_pairwise_acc,pointwise labels only,raw+rank,42,earlystop,earlystop_math_70,121,7744
70,frozen_z,16,0,0.9075628674292483,0.8105691056910569,0.9089430894308942,0.8610594064101714,3,0.8149316682185678,0.8407095671706856,0.983315510139417,earlystop_math,math,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.9274203278886326,0.7777777777777778,0.8888888888888888,0.8551587301587301,18,1152,0.8287541156228769,0.8448433221782781,0.9913793103448276,0.15,0.7777777777777778,1.0,balanced,,,,,,,,,pointwise_logistic_frozen_z,pointwise_logistic,cv_pairwise_acc,pointwise labels only,raw+rank,42,earlystop,earlystop_math_70,121,7744
70,raw_features,,,0.7797811800069857,0.8012195121951219,0.8924796747967481,0.8507659400384141,3,0.7997626561265544,0.8142627608370022,0.920102582382763,earlystop_math,math,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.7894137520172542,0.8333333333333334,0.8888888888888888,0.8593166810221073,18,1152,0.8373296796317418,0.8314572558564041,0.9741379310344828,0.15,0.8333333333333334,,,0.8,0.05,,4,2.0,160,2.0,0.9,xgboost_rank_ndcg,rank:ndcg,cv_pairwise_acc,"within-problem query groups with relevance labels {0,1}; no cross-problem mixing",raw+rank,42,earlystop,earlystop_math_70,121,7744
70,raw_features,,,0.6496084782005179,0.5691056910569107,0.7032520325203251,0.6550246110041493,3,0.570848393943164,0.5735958552238308,0.8260317460317461,earlystop_science,science,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.6874023562241459,0.6571428571428571,0.7714285714285715,0.7471013995845142,35,2240,0.63878641311201,0.5934305891098309,0.9196428571428571,0.15,0.6571428571428571,0.3,,,,squared_hinge,,,,,,pairwise_linear_svm,pairwise_linear_svm,cv_pairwise_acc,within-problem positive-vs-negative pairs; mirrored diffs; no cross-problem pairs,raw+rank,42,earlystop,earlystop_science_70,246,15744
70,raw_features,,,0.6529054707582443,0.5731707317073171,0.7032520325203251,0.6579210996516243,3,0.5732103166794453,0.573972711231225,0.8234920634920635,earlystop_science,science,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.6862298120981661,0.6571428571428571,0.8,0.7409944655828433,35,2240,0.6705508207435072,0.590224865266679,0.9151785714285714,0.15,0.6571428571428571,0.3,,,,,,,,,,pairwise_logistic,pairwise_logistic_diff,cv_pairwise_acc,within-problem positive-vs-negative pairs; mirrored diffs; no cross-problem pairs,raw+rank,42,earlystop,earlystop_science_70,246,15744
70,frozen_z,16,0,0.6643824129876358,0.5691056910569106,0.7073170731707318,0.6603702590577105,3,0.5757423699148475,0.577140532803734,0.7936507936507938,earlystop_science,science,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.6820473013471156,0.6285714285714286,0.8,0.7249483653110366,35,2240,0.6571428571428573,0.5921297156662331,0.9196428571428571,0.15,0.6285714285714286,1.0,,,,,,,,,,pairwise_logistic_frozen_z,pairwise_logistic_diff,cv_pairwise_acc,within-problem positive-vs-negative pairs; mirrored diffs; no cross-problem pairs,raw+rank,42,earlystop,earlystop_science_70,246,15744
70,raw_features,,,0.6634419409564734,0.5609756097560976,0.6829268292682927,0.6485737399022601,3,0.5619251433370733,0.5738644822250292,0.8463492063492063,earlystop_science,science,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.7452295795544988,0.6,0.8285714285714286,0.7118393411004249,35,2240,0.6588983585129853,0.6029083813417581,0.9330357142857143,0.15,0.6,0.2,,,,,,,,,,pointwise_logistic,pointwise_logistic,cv_pairwise_acc,pointwise labels only,raw+rank,42,earlystop,earlystop_science_70,246,15744
70,frozen_z,16,0,0.6620338026283124,0.5853658536585367,0.7195121951219511,0.668571861159152,3,0.5904569996903145,0.5799524428265826,0.8482539682539683,earlystop_science,science,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.7168420569961254,0.6285714285714286,0.8,0.7148787010817086,35,2240,0.655387355772729,0.5996097379669206,0.9375,0.15,0.6285714285714286,1.0,balanced,,,,,,,,,pointwise_logistic_frozen_z,pointwise_logistic,cv_pairwise_acc,pointwise labels only,raw+rank,42,earlystop,earlystop_science_70,246,15744
70,raw_features,,,0.5679383324717635,0.5487804878048781,0.7235772357723578,0.6584900809098393,3,0.5453403293039426,0.5604441359592052,0.7180952380952381,earlystop_science,science,token_plus_traj_fixed,drop within-problem groups that do not contain both positive and non-positive labels,0.6162218859618955,0.5714285714285714,0.7428571428571429,0.6893082232893156,35,2240,0.581643555969153,0.564857833116521,0.8839285714285714,0.15,0.5714285714285714,,,0.8,0.05,,4,2.0,160,2.0,0.9,xgboost_rank_ndcg,rank:ndcg,cv_pairwise_acc,"within-problem query groups with relevance labels {0,1}; no cross-problem mixing",raw+rank,42,earlystop,earlystop_science_70,246,15744
