layer,condition_id,condition_label,domain,model_name,model_kind,rank,feature_count,auc_of_auroc_mean,auc_of_auroc_std,auc_of_selacc_mean,auc_of_selacc_std,auroc_at_100_mean,auroc_at_100_std,stop_acc_at_100_mean,stop_acc_at_100_std,mean_anchor_cv_auroc_mean,mean_anchor_cv_auroc_std,inference_time_sec_mean,inference_time_sec_std,n_rows
noise,duplicate_low,L3 duplicate low,math,svd_r16,svd,16,45,0.9575807894697846,0.0,0.9978021978021978,0.0,0.9725313517180191,0.0,0.75,0.0,0.9277239139366337,1.1102230246251565e-16,0.14012908656150103,0.0003338345809551281,3
noise,duplicate_low,L3 duplicate low,math,svd_r24,svd,24,45,0.9592164409292993,7.633979485779097e-05,0.9983516483516484,0.0,0.9832660581116676,3.5497574502341684e-05,0.7142857142857143,0.0,0.9427732573626736,2.2217795938181627e-06,0.14206377998925745,0.0018557618338776187,3
noise,duplicate_low,L3 duplicate low,math,svd_r4,svd,4,45,0.7678359657899888,1.1102230246251565e-16,0.9582417582417583,0.0,0.8183552117424012,0.0,0.75,0.0,0.7416728631952719,0.0,0.1421612500368307,0.0010374675018290384,3
noise,duplicate_low,L3 duplicate low,math,svd_r8,svd,8,45,0.897394781885111,4.6899855822367397e-07,1.0,0.0,0.8931672076525586,1.1102230246251565e-16,0.7857142857142857,0.0,0.8633469556752411,0.0,0.1406095556449145,0.00022562851858534986,3
noise,duplicate_low,L3 duplicate low,science,no_svd,no_svd,,45,0.8310349654298302,0.0,0.9794270833333334,0.0,0.8747055478769784,1.1102230246251565e-16,0.7166666666666665,1.1102230246251565e-16,0.7460709061471311,0.0,0.3399525003818174,0.08986274545184916,3
noise,duplicate_low,L3 duplicate low,science,svd_r12,svd,12,45,0.7915844369845564,2.9871275632711756e-08,0.9697916666666666,0.0,0.8414506181141217,3.032710503823991e-07,0.6999999999999998,1.1102230246251565e-16,0.7197917924382674,0.0,0.2441530683233092,0.0006206940067220851,3
noise,duplicate_low,L3 duplicate low,science,svd_r16,svd,16,45,0.8061063458701311,0.0,0.9770833333333333,0.0,0.8482229372665766,0.0,0.7166666666666665,1.1102230246251565e-16,0.7416350119645881,0.0,0.24374401507278284,0.0009187084693384265,3
noise,duplicate_low,L3 duplicate low,science,svd_r24,svd,24,45,0.8020928613287265,9.296902660601377e-07,0.9846354166666668,1.1102230246251565e-16,0.8552616451997185,1.3653211752330426e-06,0.6833333333333332,1.1102230246251565e-16,0.7394311900531944,4.0204443660626867e-07,0.24694116599857807,0.0006314654120070095,3
noise,duplicate_low,L3 duplicate low,science,svd_r4,svd,4,45,0.8023655363078391,0.0,0.96484375,0.0,0.834634570747367,0.0,0.6833333333333332,1.1102230246251565e-16,0.6415140786462044,0.0,0.24127853366856775,0.0005383660855217356,3
noise,duplicate_low,L3 duplicate low,science,svd_r8,svd,8,45,0.7822288991820473,1.5501436347075027e-07,0.9643229166666666,0.0,0.8392450805940362,5.878712142475842e-07,0.7333333333333334,0.0,0.679133327422481,0.0,0.2452457540202886,0.00038258791138195134,3
noise,duplicate_med,L3 duplicate med,coding,no_svd,no_svd,,60,0.5444918149143501,0.0,0.6199999999999999,0.0,0.5701294011153166,0.0,0.52,0.0,0.5743554380379544,0.0,0.11418568637842934,0.0014644179986184897,3
noise,duplicate_med,L3 duplicate med,coding,svd_r12,svd,12,60,0.4696858696858697,0.0003600238818865322,0.45104166666666673,0.0016404183070857332,0.47544578530494025,0.0012817292615143073,0.52,0.0,0.5220074570372117,0.0,0.12048833336060245,0.0005198207920493129,3
noise,duplicate_med,L3 duplicate med,coding,svd_r16,svd,16,60,0.47036599290120407,4.6663449029813945e-06,0.4502083333333333,0.0002946278254944147,0.47989933905426857,1.0317793772856189e-05,0.48,0.0,0.5239239518245116,0.0,0.12065929624562462,0.00028471810035241273,3
noise,duplicate_med,L3 duplicate med,coding,svd_r24,svd,24,60,0.4585454191087995,7.369852694996077e-08,0.33187500000000003,0.0,0.43897781925950935,7.369852694996077e-07,0.52,0.0,0.5599424534099117,5.978676124538612e-08,0.12169542730165024,0.0002543878424656549,3
noise,duplicate_med,L3 duplicate med,coding,svd_r4,svd,4,60,0.5078183162690205,6.340215354687717e-06,0.4791666666666667,0.00029462782549436237,0.4902067155588283,7.694352106013906e-06,0.48,0.0,0.47175434680183415,0.0,0.12114609537335734,0.0008072160985219934,3
noise,duplicate_med,L3 duplicate med,coding,svd_r8,svd,8,60,0.46985914450703187,0.00011845210503057511,0.45625,0.005376453291901667,0.471306992433753,0.0015248471004249157,0.49333333333333335,0.0679869268479038,0.51881293774748,0.0,0.1205832390114665,0.0008466153769645939,3
noise,duplicate_med,L3 duplicate med,math,no_svd,no_svd,,60,0.9587732313951339,0.0,0.9978021978021978,0.0,0.983035447683461,0.0,0.75,0.0,0.9478923115539812,0.0,0.1989259919306884,0.0384984441434078,3
noise,duplicate_med,L3 duplicate med,math,svd_r12,svd,12,60,0.8939258160464746,0.0004428846713006787,0.9987179487179487,0.0002590134729621044,0.9264059733721434,0.0006502615460770821,0.75,0.0,0.857149867210714,0.0,0.1638571600584934,0.003862669699874008,3
noise,duplicate_med,L3 duplicate med,math,svd_r16,svd,16,60,0.8934366881369441,4.671298111463028e-05,0.9983516483516484,0.0,0.9342769668890781,8.324178200337122e-05,0.75,0.0,0.8585454158427069,1.1102230246251565e-16,0.1629572840562711,0.002463501795088897,3
noise,duplicate_med,L3 duplicate med,math,svd_r24,svd,24,60,0.9315224598974184,1.1102230246251565e-16,0.9978021978021978,0.0,0.9598654229490872,0.0,0.7142857142857143,0.0,0.8991693605080856,3.437828335466413e-08,0.16382007595772544,0.0028744629248499075,3
noise,duplicate_med,L3 duplicate med,math,svd_r4,svd,4,60,0.7257126578806704,4.897085402386932e-06,0.94010989010989,1.1102230246251565e-16,0.798078847968502,6.604855863029887e-06,0.7142857142857143,0.0,0.7123646973834935,0.0,0.1651459950953722,0.003268911309528312,3
noise,duplicate_med,L3 duplicate med,math,svd_r8,svd,8,60,0.8897721366933925,0.0013673823804926323,0.9983516483516484,0.0004486244950152325,0.9283390196541225,0.0014920674752589376,0.75,0.0,0.8562991041401808,0.0,0.16280610634324452,0.0024777509329440093,3
noise,duplicate_med,L3 duplicate med,science,no_svd,no_svd,,60,0.8289153379987376,0.0,0.9807291666666668,1.1102230246251565e-16,0.8747356463690643,0.0,0.7333333333333333,0.0,0.7426018089008725,1.1102230246251565e-16,0.2958056047403564,0.023741159712080018,3
noise,duplicate_med,L3 duplicate med,science,svd_r12,svd,12,60,0.7917764189187183,0.0007020132644041256,0.9672743055555557,0.00044262322166601514,0.8344937937444418,0.0007619092562918036,0.7166666666666667,0.013608276348795476,0.6780366927316633,9.66007505830692e-09,0.28971280724120635,0.0012916789515173665,3
noise,duplicate_med,L3 duplicate med,science,svd_r16,svd,16,60,0.7938633432647869,4.888021242467327e-06,0.9679687500000002,1.1102230246251565e-16,0.8393918462471642,1.9033736755523596e-05,0.6999999999999998,1.1102230246251565e-16,0.6845905205798671,9.470502987827335e-09,0.2912509726981322,0.0012999943990657258,3
noise,duplicate_med,L3 duplicate med,science,svd_r24,svd,24,60,0.7900937011892918,4.758982374212689e-07,0.9716145833333331,1.1102230246251565e-16,0.841514972291078,0.0,0.7333333333333333,0.0,0.7215870230111833,1.490137409672156e-08,0.2914435029961169,0.002345895000299119,3
noise,duplicate_med,L3 duplicate med,science,svd_r4,svd,4,60,0.806028036694463,1.2253290749713507e-06,0.9783854166666668,0.0,0.8377419390033759,4.645412240756166e-06,0.6333333333333333,0.0,0.6483624968068803,0.0,0.2847107843651126,0.0013688989727314665,3
noise,duplicate_med,L3 duplicate med,science,svd_r8,svd,8,60,0.7901620712683161,0.00010476615791708499,0.9631944444444445,0.0004910463758240681,0.8369926535513156,0.00012121285370516086,0.7666666666666666,0.0,0.6721972459412933,0.0,0.2910301253820459,0.001503909915563945,3
noise,perm_high,L3 permutation high,coding,no_svd,no_svd,,90,0.5639307484377907,0.0,0.7162499999999999,0.0,0.6010499672471503,0.0,0.48,0.0,0.5702832564256555,0.0,0.23943833999025324,0.035459422795529584,3
