domain,protocol,split_name,method,method_group,feature_family,transfer_axis,train_spec,test_spec,train_roots,test_roots,train_model_families,test_model_families,train_datasets,test_datasets,train_cache_count,test_cache_count,train_unique_problems,test_unique_problems,train_problem_slices,test_problem_slices,train_samples,test_samples,eval_num_caches,eval_samples,eval_problem_slices,auc_of_auroc,auc_of_selacc,earliest_gt_0p6,auroc_at_100,stop_acc_at_100,candidate_anchor_summary
coding,id_grouped_85_15,seed42_grouped_holdout,tok_conf_prefix_mean_v1,baseline,token_conf,single_signal,roots=cache; families=DS-R1; datasets=livecodebench_v5,roots=cache; families=DS-R1; datasets=livecodebench_v5,cache,cache,DS-R1,DS-R1,livecodebench_v5,livecodebench_v5,1,1,142,25,142,25,9088,1600,1,1600,25,0.5062144428341612,0.45812500000000006,N/A,0.4904031805440256,0.48,"{""10%"": {""baseline_cv_auroc"": 0.5320982208236731, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""none"", ""cv_auroc"": 0.5468258677162686, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 16, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.1, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""100%"": {""baseline_cv_auroc"": 0.5396105047954071, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""none"", ""cv_auroc"": 0.5535825273505325, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 1.0, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""40%"": {""baseline_cv_auroc"": 0.5383914771393467, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 0.05, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5501136127209415, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.4, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""70%"": {""baseline_cv_auroc"": 0.5486197871701126, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5731175741550979, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.7, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}}"
coding,id_grouped_85_15,seed42_grouped_holdout,earlystop_svd_lowrank_lr_v1,baseline,all_features,global_svd,roots=cache; families=DS-R1; datasets=livecodebench_v5,roots=cache; families=DS-R1; datasets=livecodebench_v5,cache,cache,DS-R1,DS-R1,livecodebench_v5,livecodebench_v5,1,1,142,25,142,25,9088,1600,1,1600,25,0.47623737764582835,0.385625,N/A,0.4732606986128113,0.56,"{""10%"": {""baseline_cv_auroc"": 0.5320982208236731, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""none"", ""cv_auroc"": 0.5468258677162686, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 16, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.1, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""100%"": {""baseline_cv_auroc"": 0.5396105047954071, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""none"", ""cv_auroc"": 0.5535825273505325, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 1.0, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""40%"": {""baseline_cv_auroc"": 0.5383914771393467, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 0.05, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5501136127209415, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.4, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""70%"": {""baseline_cv_auroc"": 0.5486197871701126, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5731175741550979, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.7, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}}"
coding,id_grouped_85_15,seed42_grouped_holdout,earlystop_prefix10_svd_round1,baseline,prefix_safe_search,global_anchor_svd,roots=cache; families=DS-R1; datasets=livecodebench_v5,roots=cache; families=DS-R1; datasets=livecodebench_v5,cache,cache,DS-R1,DS-R1,livecodebench_v5,livecodebench_v5,1,1,142,25,142,25,9088,1600,1,1600,25,0.47623737764582835,0.385625,N/A,0.4732606986128113,0.56,"{""10%"": {""baseline_cv_auroc"": 0.5320982208236731, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""none"", ""cv_auroc"": 0.5468258677162686, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 16, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.1, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""100%"": {""baseline_cv_auroc"": 0.5396105047954071, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""none"", ""cv_auroc"": 0.5535825273505325, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 1.0, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""40%"": {""baseline_cv_auroc"": 0.5383914771393467, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 0.05, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5501136127209415, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.4, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""70%"": {""baseline_cv_auroc"": 0.5486197871701126, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5731175741550979, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.7, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}}"
coding,id_grouped_85_15,seed42_grouped_holdout,es_svd_coding_rr_r1,candidate,token_plus_traj_fixed,domain_conditioned_svd,roots=cache; families=DS-R1; datasets=livecodebench_v5,roots=cache; families=DS-R1; datasets=livecodebench_v5,cache,cache,DS-R1,DS-R1,livecodebench_v5,livecodebench_v5,1,1,142,25,142,25,9088,1600,1,1600,25,0.43415473415473416,0.24000000000000005,N/A,0.40683104063385755,0.52,"{""10%"": {""baseline_cv_auroc"": 0.5320982208236731, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""none"", ""cv_auroc"": 0.5468258677162686, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 16, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.1, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""100%"": {""baseline_cv_auroc"": 0.5396105047954071, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""none"", ""cv_auroc"": 0.5535825273505325, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 1.0, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""40%"": {""baseline_cv_auroc"": 0.5383914771393467, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 0.05, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5501136127209415, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.4, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}, ""70%"": {""baseline_cv_auroc"": 0.5486197871701126, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5731175741550979, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.7, ""training_scope"": ""coding_id_grouped_85_15__seed42_grouped_holdout"", ""whiten"": false}}"
coding,cache_root_withheld,withheld_cache_test,tok_conf_prefix_mean_v1,baseline,token_conf,single_signal,roots=cache; families=DS-R1; datasets=livecodebench_v5,"roots=cache_test; families=DS-R1,Qwen3-4B; datasets=livecodebench_v5",cache,cache_test,DS-R1,"DS-R1,Qwen3-4B",livecodebench_v5,livecodebench_v5,1,2,167,167,167,334,10688,21376,2,21376,334,nan,0.0,N/A,nan,0.0,"{""10%"": {""baseline_cv_auroc"": 0.5379522425646424, ""baseline_signal_name"": ""traj_novelty"", ""c_value"": 0.2, ""class_weight"": ""none"", ""cv_auroc"": 0.4844245096951518, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 16, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.1, ""training_scope"": ""coding_cache_root_withheld__withheld_cache_test"", ""whiten"": true}, ""100%"": {""baseline_cv_auroc"": 0.5281049204614439, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5220156908197634, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 1.0, ""training_scope"": ""coding_cache_root_withheld__withheld_cache_test"", ""whiten"": false}, ""40%"": {""baseline_cv_auroc"": 0.539894443106697, ""baseline_signal_name"": ""traj_novelty"", ""c_value"": 1.0, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5010306703097086, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.4, ""training_scope"": ""coding_cache_root_withheld__withheld_cache_test"", ""whiten"": false}, ""70%"": {""baseline_cv_auroc"": 0.5344933043296745, ""baseline_signal_name"": ""tok_gini_prefix"", ""c_value"": 1.0, ""class_weight"": ""balanced"", ""cv_auroc"": 0.5296133482675046, ""family_name"": ""token_plus_traj_fixed"", ""feature_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24], ""feature_names"": [""tok_conf_prefix"", ""tok_conf_recency"", ""tok_gini_prefix"", ""tok_gini_tail"", ""tok_gini_slope"", ""tok_neg_entropy_prefix"", ""tok_neg_entropy_recency"", ""tok_selfcert_prefix"", ""tok_selfcert_recency"", ""tok_logprob_prefix"", ""tok_logprob_recency"", ""traj_continuity"", ""traj_reflection_count"", ""traj_novelty"", ""traj_max_reflection"", ""traj_late_convergence"", ""has_tok_conf"", ""has_tok_gini"", ""has_tok_neg_entropy"", ""has_tok_selfcert"", ""has_tok_logprob"", ""has_rows_bank""], ""n_valid_folds"": 3, ""rank"": 12, ""representation"": ""raw+rank"", ""route_type"": ""svd"", ""training_position"": 0.7, ""training_scope"": ""coding_cache_root_withheld__withheld_cache_test"", ""whiten"": false}}"
