domain,bundle_id,anchor_pct,null_type,null_label,n_reps,n_rows,n_route_groups,n_problem_groups,rep_feature_count,rank_max,ridge_eps,singular_values_median_json,singular_values_p05_json,singular_values_p95_json,cumulative_variance_median_json,cumulative_variance_p05_json,cumulative_variance_p95_json,effective_rank_mean,effective_rank_median,effective_rank_ci_lo,effective_rank_ci_hi,participation_ratio_mean,participation_ratio_median,participation_ratio_ci_lo,participation_ratio_ci_hi,stable_rank_mean,stable_rank_median,stable_rank_ci_lo,stable_rank_ci_hi,top1_variance_share_median,top1_variance_share_ci_lo,top1_variance_share_ci_hi,s1_median,s1_ci_lo,s1_ci_hi,s2_median,s2_ci_lo,s2_ci_hi,s3_median,s3_ci_lo,s3_ci_hi,s4_median,s4_ci_lo,s4_ci_hi,s5_median,s5_ci_lo,s5_ci_hi
math,es_svd_math_rr_r1,10,column_permutation,Column permutation,12,13440,210,120,44,44,0.0,"[121.60377582,121.01526249,120.57181359,120.1039838,119.74502965,119.44519257,119.19100578,118.90517806,118.56890782,118.33059329,118.15616258,117.86876305,117.5197887,117.16717165,116.97748039,116.79872271,116.57597988,116.28583284,116.05558978,115.81842596,115.58480708,115.35697404,115.11477806,114.70079676,114.40307857,114.18866469,114.00689719,113.7060689,113.40018993,113.07751486,112.8061006,112.50931257,112.17505282,111.89740383,111.57024676,111.10649638,110.84528517,110.10809082,2.23e-06,1.66e-06,9.1e-07,0.0,0.0,0.0]","[121.27352125,120.68279647,120.3282367,119.84603244,119.61894346,119.27759551,119.03934115,118.73949144,118.39240199,118.20872771,117.99915813,117.62840507,117.2748614,117.00869815,116.85410051,116.68158509,116.46686797,116.15578114,115.86355215,115.63093583,115.4485397,115.25311212,114.73129272,114.45615585,114.2897296,114.0031847,113.70969855,113.4335054,113.15416765,112.89364939,112.65230925,112.24484602,112.05312254,111.44852942,111.30194229,110.94812693,110.51926449,109.80134194,1.7e-06,1.18e-06,0.0,0.0,0.0,0.0]","[122.11863803,121.15495954,120.75672731,120.53849594,120.16167653,119.83825237,119.38308307,119.11225775,118.76572865,118.54425283,118.34349891,118.02118969,117.76232715,117.51215113,117.21129536,117.01368773,116.82225292,116.51052647,116.1797352,115.96415048,115.73362967,115.55104661,115.25668055,115.00016134,114.75828889,114.4020263,114.13642351,113.93227182,113.7539911,113.43664075,113.25196863,112.75362517,112.5440515,112.13938585,111.85637512,111.66040017,111.16097086,110.56210539,3.03e-06,2.24e-06,1.62e-06,1.1e-06,4.1e-07,0.0]","[0.02895418,0.05760328,0.08609283,0.11435607,0.14247256,0.17035666,0.19811527,0.22575008,0.25327297,0.28073059,0.30810535,0.33532938,0.36239937,0.3893009,0.41608269,0.4427597,0.46936911,0.49586588,0.52225861,0.54856732,0.57475022,0.60086506,0.62686699,0.65266785,0.67831275,0.70389274,0.72932719,0.75464257,0.77986766,0.80491154,0.8298654,0.85461962,0.87923288,0.90374021,0.92806172,0.95223214,0.97626137,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.02879721,0.05735962,0.08578696,0.11395095,0.14198751,0.16992771,0.1977585,0.22543419,0.2529131,0.28028869,0.30758769,0.3347304,0.36176419,0.38866931,0.41545931,0.44214178,0.46874262,0.4952387,0.52155837,0.54773585,0.57386124,0.59990178,0.62575603,0.65149903,0.67720164,0.70271699,0.7281664,0.75352858,0.77880962,0.80388027,0.82885263,0.85371675,0.8784638,0.90308637,0.92753924,0.95189609,0.9760652,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.02919988,0.05788744,0.08637674,0.11472615,0.14298574,0.17110775,0.1989714,0.22664604,0.25418819,0.28160492,0.30894418,0.33613357,0.3632118,0.3901161,0.41692028,0.44367842,0.47035348,0.49680211,0.5231755,0.54944678,0.5756159,0.60170858,0.62759587,0.65336553,0.67900148,0.7044969,0.72993392,0.75514263,0.78029446,0.80536066,0.83026083,0.85497944,0.87960904,0.90394184,0.92828337,0.95242429,0.97639344,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",37.94689058,37.9462598,37.94313129,37.95158831,37.89405248,37.89293238,37.88653858,37.90331452,34.50565979,34.53732884,34.23819934,34.79440452,0.02895418,0.02874055,0.02920715,121.60377582,121.15417691,122.13383699,121.01526249,120.62889851,121.18016622,120.57181359,120.31693705,120.76938846,120.1039838,119.83175389,120.56637803,119.74502965,119.61239093,120.23443064
math,es_svd_math_rr_r1,10,within_group_permutation,Within-group permutation,12,13440,210,120,44,44,0.0,"[351.80863815,135.5070207,124.93098085,120.05060913,119.39587393,118.94402327,118.57832248,118.00558513,117.62717683,117.39056132,117.04990233,116.73946501,116.49909181,116.12024203,115.81610945,115.46442477,115.21009404,114.82104572,114.55892254,114.13202721,113.61639309,113.2874027,112.9132379,112.43253099,111.74772488,106.90081827,101.36797684,87.82252906,87.2488674,55.40827854,53.36132631,50.41277282,45.86800904,45.41928862,45.08706004,44.53452002,43.93507378,40.01383908,2.43e-06,1.59e-06,9.1e-07,0.0,0.0,0.0]","[351.73397863,135.20986427,124.27132062,119.56350306,119.25292281,118.57007962,118.24201363,117.73567968,117.45021166,117.28427731,116.89379619,116.52183611,116.16844899,115.91792883,115.58075619,115.23223591,115.01310961,114.58967515,114.33458238,113.79586614,113.35116283,112.98393198,112.53043577,111.81694224,111.11355869,106.51907137,101.17679238,87.52536999,86.80874132,55.18104069,52.80370757,50.1771406,45.66325184,45.15713805,44.81441413,44.31412941,43.65963972,39.55948409,2.07e-06,1.15e-06,0.0,0.0,0.0,0.0]","[351.91853383,135.72373825,125.43707636,120.65167329,119.73861119,119.25998149,118.68962476,118.38412458,118.03926908,117.62547721,117.21711747,116.86424142,116.59553882,116.38225601,116.08834385,115.72241504,115.39360521,115.059806,114.69848053,114.35792643,113.87143826,113.58395876,113.27962862,112.75721707,111.99528909,107.40663125,101.51170884,88.53468107,87.63639629,55.73959244,53.6024962,50.80298568,46.18252993,45.71999524,45.31373947,44.94567003,44.31796403,40.16992781,2.85e-06,2.16e-06,1.23e-06,3.6e-07,0.0,0.0]","[0.24234281,0.27833278,0.30883207,0.33707847,0.36505194,0.39285955,0.42040129,0.44770549,0.47485045,0.50184739,0.52866291,0.55532873,0.58194713,0.60839435,0.63460852,0.66070046,0.68665589,0.71241602,0.73804408,0.76347927,0.78877732,0.81391555,0.83883145,0.86357986,0.88790899,0.91030347,0.93043071,0.94558453,0.96048244,0.96651232,0.97204881,0.9770553,0.98116764,0.98522059,0.98918901,0.99308652,0.996865,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.24223996,0.27819958,0.3086342,0.33675797,0.36459681,0.39217403,0.41958654,0.44678127,0.4738431,0.50078284,0.52758609,0.55426066,0.58083615,0.60729817,0.63348448,0.65956681,0.68554398,0.71146574,0.73713611,0.76270867,0.78809697,0.81334815,0.83839787,0.86316872,0.88773076,0.91019398,0.93031381,0.94541599,0.96037221,0.96637962,0.97196042,0.97691033,0.98108058,0.98511427,0.98911473,0.9930069,0.99684049,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.24249423,0.2784039,0.30912332,0.33752901,0.36551631,0.3932439,0.42077708,0.44804038,0.47521913,0.50228551,0.52914017,0.55577828,0.58225426,0.60867667,0.6349427,0.66115785,0.68718901,0.7130361,0.73875088,0.76417323,0.78937897,0.81447371,0.83927943,0.86382162,0.8882426,0.91046263,0.93059959,0.94572831,0.96060038,0.96666247,0.97220112,0.97717468,0.98129053,0.98532462,0.98927831,0.99316738,0.99693574,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",24.0218663,24.02038408,24.01076019,24.03596291,12.85849208,12.85951336,12.84833984,12.87039672,4.12605713,4.12638616,4.12373611,4.12866356,0.24234281,0.24220914,0.24249854,351.80863815,351.71160026,351.92166202,135.5070207,135.17830714,135.74254767,124.93098085,124.26408959,125.48432083,120.05060913,119.46019498,120.71927345,119.39587393,119.21355801,119.75269441
math,es_svd_math_rr_r1,10,gaussian_covariance_matched,Gaussian covariance-matched,12,13440,210,120,44,44,1e-10,"[432.03549307,296.21594377,292.90264795,188.49111731,173.71538843,128.65625441,119.83374029,105.18105602,101.97538683,94.81408611,78.83990954,66.96301397,59.87653054,49.39152505,43.56607879,33.55537231,33.00745276,29.92560965,26.22327879,23.13982313,18.23193484,12.08523855,8.71431887,6.00317527,5.5303148,4.59419526,1.52339452,0.92031587,0.52760054,0.00119172,0.00118517,0.0011793,0.00117644,0.00117003,0.00116618,0.0011608,0.00115714,0.00115308,0.0011502,0.00114519,0.00114117,0.0011357,0.00113241,0.00112431]","[427.36076647,294.66215985,290.04505683,187.12117303,171.39795237,127.48278836,118.70372422,104.54269621,101.78736674,93.99879526,78.01781385,66.65380197,59.25898471,48.80092238,43.38261998,33.35759535,32.64756288,29.78820646,25.88990094,22.97476627,18.12496772,11.93734188,8.63891317,5.97484524,5.47613904,4.55866417,1.51320719,0.91331226,0.52331586,0.00118616,0.00117941,0.0011746,0.00117174,0.00116688,0.00116169,0.00115777,0.00115464,0.00115018,0.00114702,0.00114285,0.00113886,0.00113341,0.00112789,0.00111997]","[433.73622224,298.16265778,293.84933394,189.77145619,174.3050387,129.81718701,120.45594172,106.08904021,102.95751072,95.58475305,79.53086681,68.1152703,60.46705215,50.03606927,43.86896264,34.02679817,33.17690473,30.13707434,26.29110247,23.33881304,18.41702536,12.17962637,8.79040988,6.0461015,5.56489298,4.62118759,1.53069349,0.92809357,0.53427636,0.00119863,0.00118975,0.00118172,0.00117961,0.00117287,0.00116852,0.00116438,0.00116141,0.00115542,0.00115184,0.0011488,0.00114409,0.00113847,0.00113406,0.00112916]","[0.3654693,0.53717855,0.70426038,0.77410132,0.83315637,0.865762,0.89396876,0.91564637,0.93601721,0.95361603,0.9659337,0.97474997,0.98167497,0.98648892,0.99023252,0.99243952,0.99457549,0.99633304,0.99768136,0.99873299,0.99938589,0.99967158,0.9998211,0.99989205,0.99995197,0.99999325,0.9999978,0.99999945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.36102568,0.5338354,0.70256874,0.77272711,0.83150184,0.86418629,0.89252681,0.9147322,0.9353431,0.95294604,0.96536585,0.97430868,0.98148608,0.98636729,0.99011693,0.99237456,0.9945192,0.99629732,0.99765213,0.99872103,0.99937826,0.99966935,0.9998195,0.99989106,0.99995125,0.99999318,0.99999776,0.99999944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.36808176,0.54021307,0.70725886,0.77621865,0.83494763,0.86699208,0.89471232,0.91626208,0.93674246,0.95415366,0.96617893,0.97497143,0.981954,0.98665498,0.99034471,0.99253378,0.99465375,0.99639723,0.99770628,0.99874742,0.99939332,0.99967601,0.99982318,0.99989306,0.99995246,0.9999933,0.99999781,0.99999946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",7.45902455,7.45235248,7.40312285,7.50666193,4.93858435,4.93115774,4.89118751,4.98812909,2.74204825,2.73621175,2.71407353,2.77415989,0.3654693,0.36047173,0.36845083,432.03549307,426.8626737,433.84612756,296.21594377,294.36519495,298.44329338,292.90264795,289.47984091,294.02268449,188.49111731,186.95075391,189.94262195,173.71538843,171.18296638,174.31287808
math,es_svd_math_rr_r1,40,column_permutation,Column permutation,12,13440,210,120,44,44,0.0,"[121.50058623,121.01554215,120.51722886,120.25994019,119.84488962,119.63728955,119.30197155,118.9765657,118.56153611,118.33843678,118.01444971,117.83580625,117.57661824,117.21532188,116.96813741,116.7333244,116.51957755,116.19678619,115.9728373,115.72679435,115.42807207,115.21184619,114.95974103,114.68955712,114.51140657,114.28701629,113.99399213,113.71070064,113.32674257,113.15216281,112.82556585,112.64570688,112.19881266,112.01117275,111.65867793,111.26261326,110.79720583,110.22021003,2.57e-06,1.87e-06,1.32e-06,0.0,0.0,0.0]","[121.36162897,120.53955873,120.13054928,119.93486112,119.51532443,119.31506049,119.09021273,118.64091169,118.47152057,118.17595589,117.8699486,117.61161843,117.33428791,117.07204138,116.78881532,116.53848517,116.29919574,116.01627549,115.81091341,115.55816982,115.30251442,115.06706866,114.77482331,114.53902426,114.22413266,113.95422787,113.88217306,113.57758238,113.20292223,112.97313906,112.61632917,112.37521953,112.00920899,111.65718819,111.18891052,110.9028196,110.41399222,109.85862698,2.2e-06,1.34e-06,3.1e-07,0.0,0.0,0.0]","[121.99564544,121.26081394,120.97152064,120.42383236,120.14671991,119.75283351,119.46594132,119.22299927,118.94612345,118.66103899,118.19900533,118.00472385,117.88901743,117.48205777,117.10909564,116.85544523,116.70511499,116.43160943,116.18034375,115.9854777,115.70799892,115.4822069,115.16682499,114.88979733,114.67876155,114.41756628,114.23545272,113.85957533,113.61989013,113.28438795,113.01587287,112.88070501,112.50119086,112.3068523,112.00159837,111.75413396,111.2640957,110.66397541,3.07e-06,2.46e-06,1.97e-06,1.53e-06,4.5e-07,0.0]","[0.02890506,0.05761149,0.08600145,0.11436414,0.14256173,0.17060583,0.1984514,0.22615644,0.2536574,0.28105619,0.30835069,0.33555463,0.36259337,0.38950995,0.41628402,0.4429557,0.46956297,0.49603121,0.52236956,0.54864324,0.57475794,0.60073265,0.62661548,0.65235788,0.67798162,0.70349758,0.72897104,0.75432376,0.77947815,0.80452748,0.82943148,0.85429002,0.87897334,0.90350472,0.92799792,0.95216043,0.976213,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.028839,0.05729648,0.08555336,0.11371295,0.14175398,0.1696946,0.19754715,0.22517635,0.2526703,0.28007957,0.30736902,0.33461198,0.36172511,0.38862874,0.41541728,0.44209747,0.46867833,0.49502198,0.52129221,0.54748654,0.57361483,0.59965064,0.62550346,0.65128543,0.67692808,0.70242824,0.72786376,0.75322343,0.77842627,0.80355181,0.8285608,0.85351491,0.87829574,0.90297566,0.92750304,0.95185859,0.97602107,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.02914112,0.05783864,0.08640977,0.11477442,0.14301271,0.17102353,0.19889079,0.22659878,0.25426696,0.28176025,0.30909376,0.33627356,0.36340259,0.39029719,0.41705492,0.44375719,0.47034722,0.49681023,0.52319586,0.54950048,0.5756082,0.60165625,0.62754343,0.65332538,0.67893198,0.7044165,0.72982335,0.7550983,0.78022238,0.80526013,0.83011229,0.85492555,0.87957193,0.90400214,0.92820319,0.95243378,0.97636882,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",37.94730611,37.94701329,37.9428656,37.95186923,37.89482361,37.89427941,37.88603741,37.90386488,34.53420704,34.59601836,34.27786771,34.70319468,0.02890506,0.02881584,0.02917344,121.50058623,121.31289903,122.06328722,121.01554215,120.4978249,121.334802,120.51722886,120.11315731,120.97390493,120.25994019,119.90380781,120.44864434,119.84488962,119.46484114,120.15255399
math,es_svd_math_rr_r1,40,within_group_permutation,Within-group permutation,12,13440,210,120,44,44,0.0,"[358.03218326,139.93981918,120.40919046,119.51498691,119.1830708,118.75386141,118.3850387,118.00799138,117.56515072,117.31689372,116.96586772,116.68620691,116.41623892,116.01173329,115.61267221,115.41916715,114.94320459,114.7391361,114.50521306,114.04244371,113.78611616,113.37957214,112.92149593,112.42569686,111.81951159,106.85046622,101.57177526,87.13550649,79.05261892,57.38609204,46.66980584,44.91680396,42.62635767,42.1630769,41.38671796,40.87905727,39.6359809,38.53122554,2.5e-06,1.61e-06,8.5e-07,0.0,0.0,0.0]","[357.95822127,139.60595536,119.85830099,119.24637129,118.88252866,118.46453342,118.07686097,117.77079217,117.45149544,117.20090519,116.83763901,116.35754259,116.13714914,115.71955329,115.37079966,115.14433734,114.81669954,114.57182549,114.14739146,113.87838294,113.45610037,113.15011893,112.55867142,112.08789196,111.20449362,106.43826563,101.25768141,86.94983595,78.69628489,57.12940846,46.4812908,44.69481631,42.36212006,41.78713886,41.14590194,40.77485674,39.51467135,38.40168161,1.76e-06,1.07e-06,0.0,0.0,0.0,0.0]","[358.09382548,140.31788641,120.78409014,119.96219529,119.52430762,118.99237431,118.71025924,118.21832037,117.847945,117.57938624,117.21118564,116.98893579,116.58097703,116.30864015,116.00861721,115.55305681,115.26602533,114.99220813,114.66284546,114.22933328,114.03058267,113.57907766,113.23099491,112.82821973,112.20649581,107.71776751,101.69531632,87.64965764,79.54100481,57.65575049,47.03438479,45.25594417,42.85426398,42.32776119,41.53133262,41.16384445,39.89039967,38.71578511,2.91e-06,2.22e-06,1.76e-06,6.3e-07,0.0,0.0]","[0.2509928,0.28933847,0.31766828,0.34555922,0.37341136,0.40101791,0.42845043,0.45572848,0.48286836,0.50980887,0.53660668,0.56323656,0.58978599,0.61607671,0.64229378,0.66834417,0.69432444,0.72012176,0.74582224,0.77134402,0.79668892,0.82184447,0.84676462,0.87149093,0.89601586,0.91835972,0.93855226,0.95345375,0.96568837,0.972134,0.976408,0.98033087,0.98390738,0.98738536,0.99073007,0.99401273,0.99709302,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.25088911,0.28910851,0.31741284,0.34537509,0.37308035,0.40062165,0.42797161,0.45521019,0.48231373,0.50928254,0.53607085,0.56282342,0.5893819,0.61576213,0.64189461,0.66797684,0.69385291,0.71957837,0.74510456,0.77054586,0.79593057,0.82115542,0.84617067,0.87096383,0.89548064,0.91812095,0.93835283,0.95325578,0.9655619,0.97200343,0.97630541,0.98027878,0.98384579,0.98733389,0.99068088,0.9939781,0.9970651,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.25107924,0.28953305,0.31802865,0.34609783,0.37407511,0.4017959,0.42930859,0.45661098,0.48369834,0.51069875,0.53743173,0.56397121,0.59046157,0.6168435,0.64310145,0.66924626,0.69512991,0.72092286,0.74648685,0.77190899,0.79712913,0.82227034,0.84717839,0.87187028,0.89619685,0.91848709,0.9386986,0.95355212,0.96579426,0.97226173,0.97650363,0.98044958,0.98400152,0.98743544,0.99077291,0.99404515,0.99711253,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",23.27295247,23.27343129,23.26352666,23.28684685,12.20818483,12.20790766,12.2017845,12.21722356,3.98424332,3.98417799,3.98273473,3.98594729,0.2509928,0.25088139,0.25108376,358.03218326,357.95271211,358.09704922,139.93981918,139.60575822,140.38569065,120.40919046,119.81513476,120.90672246,119.51498691,119.21034097,119.99826248,119.1830708,118.81383774,119.62847708
math,es_svd_math_rr_r1,40,gaussian_covariance_matched,Gaussian covariance-matched,12,13440,210,120,44,44,1e-10,"[428.64414409,305.56716746,292.44303679,182.12164867,168.10410917,126.29355176,118.24350758,115.13147991,104.97466822,94.13031457,79.18293923,74.21240501,58.17837875,48.41296385,43.26350066,33.85072492,29.23842519,25.2078332,23.68331751,21.86358762,15.26100056,11.29318811,8.64167374,5.99281721,5.34675698,4.10877005,1.50116241,0.80390717,0.36277867,0.00119099,0.00118346,0.00117831,0.00117371,0.00116947,0.00116519,0.00115995,0.00115624,0.00115202,0.00114777,0.00114415,0.00113851,0.00113396,0.00112912,0.00112277]","[426.37351041,303.12448513,289.08996,180.65026173,166.79446662,125.23140787,117.3229188,113.84450828,104.13179931,93.54792867,78.68138913,73.63118523,57.29573132,47.89760867,42.7839906,33.58273143,28.95524731,25.08989063,23.43099123,21.76729754,15.10539753,11.20575143,8.58260691,5.93606082,5.29905458,4.05367874,1.49077936,0.79465807,0.35777151,0.00118658,0.00117985,0.0011754,0.00117072,0.00116687,0.00116213,0.00115578,0.00115111,0.00114951,0.00114497,0.0011408,0.00113512,0.00113112,0.00112556,0.00111972]","[432.30231183,308.41335538,296.01664251,183.63549733,169.74786174,127.20173702,119.16204482,116.48661184,106.02291508,94.41271713,79.8561806,74.79904785,58.799809,48.75977443,43.5063949,34.42680659,29.58854695,25.30138681,23.7669793,22.02023755,15.35937903,11.37681334,8.67369171,6.02985539,5.4010388,4.12311657,1.5125022,0.80802258,0.36544549,0.0011982,0.00118569,0.00118176,0.00117659,0.00117191,0.00116973,0.00116483,0.00116127,0.0011554,0.00115079,0.00114793,0.00114306,0.00114015,0.00113261,0.00112766]","[0.36038678,0.54320948,0.70976431,0.77474945,0.83004155,0.86132478,0.88894576,0.91482085,0.93634066,0.95378703,0.96604069,0.97688335,0.98354042,0.98807542,0.99177823,0.99403328,0.99569798,0.99694596,0.99804499,0.99898428,0.99943918,0.999688,0.99983477,0.99990513,0.99996111,0.99999407,0.99999848,0.99999974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.35738726,0.53908782,0.70810926,0.77344931,0.82899059,0.86059883,0.88774073,0.91412702,0.93601619,0.95348925,0.96587555,0.9768047,0.98334821,0.98801184,0.99170645,0.99398251,0.99566989,0.99692386,0.99803059,0.99897105,0.99943399,0.99968659,0.9998333,0.9999042,0.99996051,0.99999397,0.99999846,0.99999974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.36202705,0.54607763,0.71310812,0.77767495,0.83246526,0.86339064,0.89027757,0.91632943,0.93746749,0.95457013,0.96680517,0.97733498,0.98372701,0.98826506,0.99187338,0.9940901,0.99576729,0.99700611,0.9980745,0.99900067,0.9994459,0.99969352,0.99983743,0.99990644,0.9999621,0.99999417,0.99999851,0.99999975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",7.43625947,7.44269846,7.3740657,7.47724986,4.95557206,4.95828874,4.91150516,4.99036376,2.77860202,2.77479656,2.76155649,2.79808986,0.36038678,0.35738666,0.36211468,428.64414409,426.3049554,433.00278144,305.56716746,302.76055887,308.55683192,292.44303679,288.75604456,296.23563884,182.12164867,180.33038719,183.80715243,168.10410917,166.62719562,170.06426656
math,es_svd_math_rr_r1,70,column_permutation,Column permutation,12,13440,210,120,44,44,0.0,"[121.53299601,120.89505946,120.47123453,120.21411987,119.81757958,119.47571133,119.15825457,118.9085402,118.58140837,118.34147094,118.06755396,117.78599753,117.49752877,117.33372351,117.00631645,116.79459682,116.60635342,116.23791683,115.88272624,115.67463648,115.46466282,115.22501031,115.00331553,114.75168026,114.45010625,114.18700082,113.94946803,113.74372781,113.41804321,113.16508389,112.90848796,112.64015959,112.28779552,111.95168196,111.68505094,111.3047757,110.90285494,110.44509373,2.39e-06,1.6e-06,6.8e-07,0.0,0.0,0.0]","[120.98797619,120.53524574,120.06348265,119.80671047,119.4776442,119.26706714,118.86234477,118.67917453,118.46355863,118.11332825,117.8858506,117.62770523,117.41971376,117.14910291,116.79545686,116.60490191,116.2365084,116.04424635,115.70391557,115.49391916,115.26155429,115.03203525,114.71225295,114.49549132,114.31719854,113.95726421,113.68910862,113.55738278,113.26920567,112.9885774,112.72970322,112.42154247,112.17500534,111.72542448,111.40049249,111.08711053,110.5629227,110.1690031,1.73e-06,6.6e-07,0.0,0.0,0.0,0.0]","[122.0679545,121.4557216,120.85978646,120.38734684,120.14536785,119.91081075,119.41877326,119.16266215,118.8926948,118.5462064,118.20566369,117.91189264,117.61785729,117.4387654,117.18410634,116.90425649,116.6929115,116.44674096,116.15630598,115.93027319,115.61938457,115.39887864,115.27887143,115.04634904,114.76697428,114.4476916,114.25954413,113.9761777,113.65283544,113.32197945,113.12997536,112.85440299,112.51693156,112.18232428,111.8843569,111.56097059,111.14457198,110.78580116,3.01e-06,2.09e-06,1.37e-06,0.0,0.0,0.0]","[0.02892048,0.05742061,0.08587496,0.11418331,0.14238437,0.17034216,0.19817027,0.22585768,0.2534636,0.28087029,0.30817897,0.33533064,0.36239159,0.3893429,0.41612645,0.44282489,0.46947398,0.49588185,0.5222063,0.54842554,0.57452008,0.60051619,0.62639903,0.65217473,0.67781763,0.70336805,0.72872924,0.75402953,0.77918794,0.80423971,0.82917992,0.8540234,0.87880351,0.90331191,0.92773558,0.95198045,0.97611584,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.02866171,0.05719481,0.08542015,0.11357081,0.14153156,0.16946277,0.1972196,0.22481848,0.25234633,0.27977559,0.30707059,0.3342395,0.361259,0.38820489,0.41506553,0.44179466,0.46834218,0.49484188,0.52115948,0.5474136,0.57353022,0.59960478,0.62553236,0.65140546,0.67708657,0.70262055,0.72809405,0.75350228,0.77873081,0.80381461,0.82878951,0.8536852,0.87840085,0.90302989,0.9275406,0.95186977,0.97596825,1.0,1.0,1.0,1.0,1.0,1.0,1.0]","[0.02917569,0.05806198,0.08665585,0.11497315,0.14314593,0.17118047,0.19904184,0.22680968,0.25440105,0.28176359,0.30903844,0.33619982,0.36321559,0.39010357,0.41690584,0.44362783,0.47015347,0.49663511,0.52297145,0.54910747,0.57515283,0.60110139,0.62692739,0.65265653,0.67827753,0.70378787,0.72924777,0.75456982,0.77978816,0.80484391,0.8297656,0.85462972,0.87929674,0.90377178,0.92809067,0.95229995,0.9762351,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",37.94852013,37.94781924,37.94468157,37.95330808,37.89721493,37.89573138,37.88936598,37.90693389,34.5880682,34.57756903,34.22831707,34.93023466,0.02892048,0.02862859,0.02921572,121.53299601,120.91808321,122.15168655,120.89505946,120.53430054,121.47055981,120.47123453,120.01994536,120.97824251,120.21411987,119.76022059,120.38766513,119.81757958,119.3758813,120.16593616
