domain,bundle_id,anchor_pct,n_rows,n_route_groups,n_problem_groups,base_feature_count,rep_feature_count,rank_max,singular_values_json,explained_variance_json,cumulative_variance_json,effective_rank,participation_ratio,stable_rank,top1_variance_share,bootstrap_reps,bootstrap_effective_rank_median,bootstrap_effective_rank_ci_lo,bootstrap_effective_rank_ci_hi,bootstrap_participation_ratio_median,bootstrap_participation_ratio_ci_lo,bootstrap_participation_ratio_ci_hi,bootstrap_stable_rank_median,bootstrap_stable_rank_ci_lo,bootstrap_stable_rank_ci_hi,bootstrap_singular_values_median_json,bootstrap_singular_values_p05_json,bootstrap_singular_values_p95_json,s1,bootstrap_s1_median,bootstrap_s1_ci_lo,bootstrap_s1_ci_hi,s2,bootstrap_s2_median,bootstrap_s2_ci_lo,bootstrap_s2_ci_hi,s3,bootstrap_s3_median,bootstrap_s3_ci_lo,bootstrap_s3_ci_hi,s4,bootstrap_s4_median,bootstrap_s4_ci_lo,bootstrap_s4_ci_hi,s5,bootstrap_s5_median,bootstrap_s5_ci_lo,bootstrap_s5_ci_hi
math,es_svd_math_rr_r1,10,13440,210,120,22,44,44,"[431.76835876,296.03914174,292.80994065,189.0022386,173.52534573,128.62656956,119.75573667,105.02413426,102.64997981,94.61183385,78.91346928,67.27383807,59.96438885,49.41161426,43.65431509,33.56379239,33.04912829,29.98504561,26.13408395,23.19341538,18.27826694,12.06821637,8.69803547,6.01505157,5.53762849,4.59409803,1.5253179,0.92077139,0.53017395,4.15e-06,3.47e-06,3.36e-06,2.58e-06,2.18e-06,1.7e-06,8.4e-07,1.9e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.36502176,0.17159926,0.16787606,0.06994409,0.05895803,0.03239504,0.02808082,0.0215971,0.02063169,0.01752702,0.01219325,0.00886155,0.00704051,0.00478052,0.0037314,0.00220576,0.00213864,0.00176046,0.00133731,0.00105329,0.00065416,0.00028517,0.00014814,7.084e-05,6.004e-05,4.133e-05,4.56e-06,1.66e-06,5.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.36502176,0.53662102,0.70449708,0.77444117,0.83339921,0.86579424,0.89387506,0.91547216,0.93610385,0.95363087,0.96582412,0.97468567,0.98172618,0.9865067,0.99023809,0.99244386,0.9945825,0.99634296,0.99768027,0.99873355,0.99938772,0.99967289,0.99982102,0.99989187,0.99995191,0.99999323,0.99999779,0.99999945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",7.45630442,4.93572245,2.73956267,0.36502176,500,7.44233147,7.20713432,7.67770967,4.93731745,4.74401384,5.0957731,2.73909083,2.6579329,2.80839459,"[431.89275146,297.151431,291.17076152,189.40929469,173.29015558,128.7990309,119.7822063,105.50099069,102.50957904,94.51799701,78.58348666,67.23457516,59.2259131,49.32573911,43.62250841,34.24845475,32.26702016,29.37328555,25.62291787,22.89508778,17.74370877,12.0736216,8.68478074,6.00657918,5.52435681,4.50559418,1.51122526,0.90410194,0.52547054,4.36e-06,3.66e-06,3.08e-06,2.6e-06,2.19e-06,1.79e-06,1.29e-06,4.1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[417.69854491,289.25742567,278.06724232,184.5274813,167.47165332,124.76704737,116.9883643,102.66050626,98.78217844,89.43471856,73.11525499,64.82838405,54.11592059,47.95129873,41.94093536,32.29995718,30.43368419,27.60341085,23.97550179,21.96386083,15.94368278,11.51442326,8.42303316,5.8497436,5.38943342,4.02141576,1.44147167,0.85447294,0.50242368,3.7e-06,3.09e-06,2.54e-06,2.12e-06,1.74e-06,1.18e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[447.65963249,311.23333109,297.47649173,194.5541699,178.81358668,133.05615371,122.52719652,108.45120401,105.8513632,99.30868721,82.73203184,69.78734365,63.76474222,50.85583868,45.28614115,36.25350835,33.7576053,31.08980649,27.17237889,23.82423708,19.60291642,12.60710917,8.94113039,6.17662074,5.67257349,4.9389821,1.58694044,0.96077264,0.5462996,5.27e-06,4.24e-06,3.56e-06,3.09e-06,2.7e-06,2.27e-06,1.85e-06,1.37e-06,7.1e-07,0.0,0.0,0.0,0.0,0.0,0.0]",431.76835876,431.89275146,414.3606665,450.91786995,296.03914174,297.151431,287.9510675,313.54730112,292.80994065,291.17076152,275.36686444,298.67966438,189.0022386,189.40929469,183.50996875,195.26307137,173.52534573,173.29015558,166.36353123,179.85623013
math,es_svd_math_rr_r1,40,13440,210,120,22,44,44,"[428.86003385,305.40867203,292.22793988,182.34768573,167.82944842,126.37840818,118.04611705,115.40922519,105.00581248,94.29030035,79.10730169,74.25024621,58.17927571,48.29599881,43.32074996,33.87913898,29.35554479,25.18577305,23.62021239,21.93204435,15.25822786,11.30775792,8.62217155,5.98549386,5.37175166,4.10764543,1.50010497,0.80465819,0.36365553,4.43e-06,3.92e-06,3.46e-06,3.07e-06,2.62e-06,2.34e-06,2.09e-06,1.35e-06,1.22e-06,0.0,0.0,0.0,0.0,0.0,0.0]","[0.36012087,0.18263326,0.16720937,0.0651055,0.05515101,0.03127252,0.02728479,0.02607944,0.02158956,0.01740809,0.01225322,0.01079476,0.00662756,0.00456709,0.00367459,0.00224741,0.00168732,0.00124202,0.00109241,0.00094184,0.00045585,0.00025036,0.00014556,7.015e-05,5.65e-05,3.304e-05,4.41e-06,1.27e-06,2.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.36012087,0.54275412,0.70996349,0.77506899,0.83022,0.86149252,0.8887773,0.91485674,0.9364463,0.95385439,0.96610761,0.97690237,0.98352993,0.98809702,0.99177161,0.99401902,0.99570634,0.99694836,0.99804077,0.9989826,0.99943846,0.99968882,0.99983438,0.99990453,0.99996103,0.99999407,0.99999847,0.99999974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",7.43861172,4.95516148,2.77684548,0.36012087,500,7.4224984,7.17195347,7.67672738,4.94704816,4.76050623,5.12500433,2.77251761,2.69469013,2.84767396,"[429.30765591,305.25722546,291.67449205,182.6607251,167.73558049,126.39205061,117.94298188,114.93908737,104.94749018,94.26524695,78.69613442,73.73606658,57.99336607,48.31933979,42.89976316,33.46358941,29.24972207,25.07479533,23.21478278,21.57992687,14.9975932,11.30874038,8.60844023,5.98243912,5.36754111,4.04769675,1.48726981,0.79403923,0.36147629,4.36e-06,3.6e-06,3.07e-06,2.64e-06,2.21e-06,1.77e-06,1.29e-06,5.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[414.58064121,290.71201549,285.1658296,178.09511206,163.22883254,121.18287517,115.15096069,112.35182489,102.70513222,89.43072459,73.85878102,70.71364812,53.29162732,46.85937178,38.32212158,31.6035336,27.9555123,23.94227005,22.18101497,20.58342574,14.02585442,10.91913929,8.26865511,5.82381745,5.22615846,3.59722735,1.43686797,0.76093457,0.34682858,3.74e-06,3.08e-06,2.66e-06,2.16e-06,1.65e-06,1.17e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[446.96115359,321.34013367,297.24747408,186.78143143,171.56119327,133.27483661,121.066186,117.41955271,107.3038201,98.24242214,85.04047117,76.75381248,62.65964825,49.699789,47.70514324,35.33670566,30.50457376,26.39046489,24.30561843,22.7010747,15.97521656,11.72987881,8.91964888,6.16024987,5.49891073,4.45706938,1.54501718,0.8321696,0.3776396,5.11e-06,4.22e-06,3.6e-06,3.1e-06,2.64e-06,2.25e-06,1.91e-06,1.41e-06,6.5e-07,0.0,0.0,0.0,0.0,0.0,0.0]",428.86003385,429.30765591,412.18239278,448.0947057,305.40867203,305.25722546,289.37572686,323.47783532,292.22793988,291.67449205,282.85965326,298.95307266,182.34768573,182.6607251,177.69429893,187.59045004,167.82944842,167.73558049,162.58414296,172.17613
math,es_svd_math_rr_r1,70,13440,210,120,22,44,44,"[422.70370325,303.21287124,292.90924706,191.63037736,162.22531673,130.56779879,120.16031635,113.36030514,107.37408369,101.24670738,81.14083278,79.65371224,55.00615587,51.40282934,49.78343422,34.58548779,26.37313888,25.70371122,22.77021417,20.7905536,16.51098107,11.53393887,8.79198194,6.27762102,5.3958857,4.30366504,1.5724846,0.89185342,0.34505435,4.56e-06,3.85e-06,3.25e-06,2.46e-06,2.43e-06,1.76e-06,1.55e-06,1.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.34985593,0.18001654,0.16798995,0.07190281,0.05152932,0.03338023,0.02827088,0.02516165,0.02257439,0.02007146,0.01289128,0.01242308,0.00592434,0.00517358,0.00485274,0.0023421,0.00136189,0.00129363,0.0010152,0.00084635,0.00053378,0.00026048,0.00015135,7.716e-05,5.701e-05,3.627e-05,4.84e-06,1.56e-06,2.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.34985593,0.52987247,0.69786242,0.76976522,0.82129454,0.85467477,0.88294564,0.9081073,0.93068169,0.95075315,0.96364443,0.97606751,0.98199184,0.98716542,0.99201816,0.99436026,0.99572214,0.99701577,0.99803097,0.99887732,0.9994111,0.99967158,0.99982293,0.99990009,0.9999571,0.99999337,0.99999821,0.99999977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",7.66710771,5.13539026,2.85831942,0.34985593,500,7.64103244,7.35373996,7.9197116,5.12322692,4.8940472,5.33308466,2.85404083,2.75552066,2.94079074,"[422.81794547,302.83312452,292.42488296,191.61765927,162.22167118,130.52902966,120.22944564,113.27118456,107.32204392,100.98169911,81.77808012,78.73112446,55.4146281,50.90657084,48.79615514,34.15329511,26.42483375,25.16581032,22.60418223,20.42199269,16.25608446,11.53540213,8.7776643,6.27490671,5.3803453,4.22197789,1.5548394,0.87532319,0.3414011,4.34e-06,3.58e-06,3.07e-06,2.62e-06,2.21e-06,1.77e-06,1.26e-06,4.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[407.89439422,290.85208521,284.17238653,185.31350405,158.01988801,124.32300451,116.83823625,110.33090442,104.15893655,97.40179988,78.65655436,72.89464749,51.39327451,49.11425746,44.43032809,31.87551858,25.28492288,24.09813783,21.66349778,19.4691515,14.83172235,11.07507941,8.41736854,6.08172045,5.20286694,3.74604077,1.48350454,0.83052581,0.32646385,3.7e-06,3.06e-06,2.57e-06,2.18e-06,1.72e-06,1.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[438.32240654,318.03871541,297.92799422,198.16889786,166.97890894,136.29278671,123.27655613,115.77253763,110.19875139,103.88246183,85.31465644,81.78711415,59.77458297,53.95769266,50.55304584,36.39784923,27.72369122,26.29004522,23.41323121,21.38032788,17.45126115,12.07664624,9.17008757,6.46138839,5.58807675,4.66646396,1.61750832,0.92131067,0.35889858,5.09e-06,4.22e-06,3.58e-06,3.05e-06,2.67e-06,2.31e-06,1.83e-06,1.36e-06,7.3e-07,0.0,0.0,0.0,0.0,0.0,0.0]",422.70370325,422.81794547,405.54932353,441.39129258,303.21287124,302.83312452,289.4752903,319.85003113,292.90924706,292.42488296,280.03668296,298.98560125,191.63037736,191.61765927,184.00979882,199.19245806,162.22531673,162.22167118,157.04219836,167.4919182
math,es_svd_math_rr_r1,100,13440,210,120,22,44,44,"[415.34633573,302.46971092,293.57313685,191.33083223,161.9612389,135.4015525,126.95411668,115.26740803,109.78256595,103.40707013,83.73292158,81.44814745,58.7996263,52.46937223,50.05761084,38.54297625,33.17514884,25.51017133,25.07166907,19.48091929,17.54944903,11.40911294,8.83574538,6.20142392,5.29611816,4.48738148,1.59395655,0.96412347,0.30443544,4.16e-06,3.45e-06,3.27e-06,2.83e-06,2.38e-06,1.56e-06,6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.33778309,0.17913519,0.16875232,0.07167819,0.05136169,0.03589752,0.03155809,0.02601538,0.02359847,0.02093715,0.01372807,0.01298911,0.00676965,0.0053905,0.00490634,0.00290876,0.00215498,0.00127422,0.00123079,0.00074308,0.00060304,0.00025487,0.00015286,7.53e-05,5.492e-05,3.943e-05,4.97e-06,1.82e-06,1.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.33778309,0.51691828,0.6856706,0.7573488,0.80871049,0.84460801,0.8761661,0.90218148,0.92577995,0.9467171,0.96044518,0.97343429,0.98020394,0.98559444,0.99050078,0.99340954,0.99556451,0.99683873,0.99806952,0.9988126,0.99941564,0.99967051,0.99982337,0.99989868,0.9999536,0.99999302,0.999998,0.99999982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",7.96005587,5.35131503,2.96047978,0.33778309,500,7.9284318,7.63985697,8.17931443,5.33016791,5.07497144,5.54306976,2.95033091,2.81018246,3.05241941,"[415.93974491,303.14565101,293.35624095,191.46382075,161.86340041,135.7816354,126.6328169,115.06594097,109.64529591,103.15038299,83.89305167,80.64125116,58.78701013,52.43330999,49.65587496,38.03169091,32.60848616,25.64674269,24.64942321,19.22716569,17.08047339,11.369583,8.79930905,6.19101388,5.28228453,4.38225276,1.57587703,0.94665222,0.30191892,4.32e-06,3.56e-06,3.06e-06,2.62e-06,2.21e-06,1.75e-06,1.27e-06,4.1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[400.65509465,290.98670848,287.17945924,185.7008967,157.53092334,129.27507053,122.622578,111.98823949,107.01313066,98.74523975,81.38774447,74.55999839,54.38291788,50.92476571,46.26601615,35.19719851,30.67031814,24.62904514,23.68372177,18.15358412,15.5634493,10.95058958,8.43531102,6.00702927,5.14096273,3.90622974,1.51411614,0.89179067,0.28785539,3.68e-06,3.1e-06,2.6e-06,2.15e-06,1.66e-06,1.18e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[435.04757562,316.04786713,298.3455746,197.16251843,166.29278822,142.48614883,130.45262406,118.01797336,112.31893877,106.82210852,87.29111197,84.17237215,63.07367348,54.05569675,52.22553241,41.05288924,34.64684734,26.6126963,25.51836163,20.37844203,18.51124903,11.85382445,9.08697786,6.36635931,5.45212776,4.88539218,1.63796128,1.00055386,0.31529609,5.07e-06,4.16e-06,3.6e-06,3.08e-06,2.69e-06,2.28e-06,1.89e-06,1.43e-06,8.1e-07,0.0,0.0,0.0,0.0,0.0,0.0]",415.34633573,415.93974491,398.10134474,438.2299287,302.46971092,303.14565101,290.21405743,318.3684929,293.57313685,293.35624095,284.9404768,299.36677498,191.33083223,191.46382075,184.914378,197.69370131,161.9612389,161.86340041,156.98878735,167.36251962
science,es_svd_science_rr_r1,10,25344,396,198,22,44,44,"[540.98576335,409.32076213,404.69889597,309.24772597,216.08305858,193.46692374,188.16407116,168.93512917,148.22773638,130.20602668,111.18936545,103.17054242,89.72210622,76.95435798,74.03653229,70.10259784,47.53776301,46.75787108,38.01920446,36.61886215,27.25832072,25.304549,12.66659369,12.04745598,9.25365695,8.1505285,2.0751132,1.54799353,1.04392159,5.18e-06,4.76e-06,4.56e-06,3.81e-06,2.36e-06,2.11e-06,1.29e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.30388756,0.17396777,0.17006122,0.09930115,0.04848224,0.03886464,0.03676331,0.02963338,0.02281393,0.01760368,0.01283712,0.0110523,0.00835873,0.00614905,0.00569159,0.00510281,0.00234649,0.00227013,0.00150088,0.00139236,0.00077151,0.00066487,0.00016659,0.00015071,8.891e-05,6.898e-05,4.47e-06,2.49e-06,1.13e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.30388756,0.47785532,0.64791654,0.74721769,0.79569993,0.83456457,0.87132789,0.90096127,0.9237752,0.94137888,0.954216,0.9652683,0.97362703,0.97977608,0.98546766,0.99057047,0.99291696,0.99518709,0.99668798,0.99808034,0.99885184,0.99951672,0.99968331,0.99983402,0.99992293,0.99999191,0.99999638,0.99999887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",8.56702182,5.92473197,3.29069085,0.30388756,500,8.55488693,8.40731533,8.69843457,5.91794294,5.78901483,6.04585651,3.29006769,3.21330622,3.35726399,"[541.40448929,409.78884199,404.51549506,308.95080342,216.29709254,193.91934378,187.91082481,168.71011232,148.26991964,130.1629412,110.96227833,102.82470904,89.67352488,77.22264311,73.52497812,69.20758301,48.17022277,45.36096224,37.86183779,36.34636385,27.10800202,25.25725255,12.66421813,11.92994751,9.23740088,8.14590984,2.06588433,1.53685064,1.03647987,5.85e-06,4.93e-06,4.18e-06,3.54e-06,2.98e-06,2.41e-06,1.7e-06,4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[532.45825991,404.86969596,400.81624169,300.70300046,212.71129797,191.65141184,180.45005609,164.81302225,146.31305802,127.61827298,108.42487644,98.22776116,87.37849018,74.06425516,72.01402973,63.6368217,45.23788882,42.62549469,36.59626909,34.81620358,25.90137422,24.44066986,12.44907855,11.34647526,9.05131149,8.00293587,1.97916797,1.43519469,0.99939039,4.96e-06,4.18e-06,3.51e-06,2.89e-06,2.28e-06,1.46e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[549.54175233,417.10342826,405.41949685,318.85699302,219.83462751,197.03875348,193.29232662,172.36875808,150.20822904,132.78416792,114.40981817,107.45419639,91.929252,80.72941437,76.62078644,72.28292065,51.10237829,47.97207409,39.11954041,37.70485091,28.27923978,25.90839902,12.8900343,12.43748562,9.4427235,8.28449241,2.15673942,1.62379601,1.08169802,7.03e-06,5.81e-06,4.87e-06,4.13e-06,3.65e-06,3.02e-06,2.53e-06,1.86e-06,9.2e-07,0.0,0.0,0.0,0.0,0.0,0.0]",540.98576335,541.40448929,530.92826697,552.17149436,409.32076213,409.78884199,404.77127506,417.67113067,404.69889597,404.51549506,399.73788408,405.51135917,309.24772597,308.95080342,299.70400957,320.14501799,216.08305858,216.29709254,212.21303076,220.54161771
science,es_svd_science_rr_r1,40,25344,396,198,22,44,44,"[528.85054254,416.49861205,403.01496645,294.70149538,222.76280939,205.74568722,196.75626386,168.51168103,149.08501012,141.84743603,127.64257011,99.12470582,85.84387621,83.25366484,77.04545944,66.50694742,46.41060584,41.17841798,38.18873208,34.85181209,28.99646149,25.80991533,13.09603654,10.18504707,8.70429906,8.59981752,1.68747494,1.14470759,0.78305953,6.8e-06,6.01e-06,4.87e-06,3.15e-06,2.83e-06,2.1e-06,1.17e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.29040705,0.18012266,0.16864893,0.09017911,0.05152602,0.04395444,0.04019744,0.02948501,0.02307859,0.0208922,0.01691735,0.01020246,0.00765173,0.00719694,0.00616361,0.00459278,0.00223654,0.00176068,0.0015143,0.00126122,0.00087303,0.00069169,0.00017808,0.00010771,7.867e-05,7.679e-05,2.96e-06,1.36e-06,6.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.29040705,0.47052971,0.63917864,0.72935775,0.78088377,0.82483821,0.86503565,0.89452065,0.91759924,0.93849144,0.95540879,0.96561126,0.97326299,0.98045993,0.98662355,0.99121632,0.99345286,0.99521354,0.99672784,0.99798906,0.99886209,0.99955379,0.99973187,0.99983958,0.99991825,0.99999505,0.999998,0.99999936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",8.83756701,6.17400622,3.4434426,0.29040705,500,8.82147488,8.66451422,8.96963365,6.16496263,6.01589695,6.30811887,3.4383231,3.34749848,3.53394184,"[529.18345807,416.7149244,402.99780274,294.64721782,222.75302895,205.98021388,196.52845208,168.33990801,148.95811203,141.85528176,127.10764726,99.1381739,85.7333105,82.88198245,76.84996256,66.07862762,46.11053078,41.11003947,37.86970494,34.46439634,28.49038208,25.76323171,13.09128651,10.08788055,8.72439161,8.56232763,1.68173543,1.13649517,0.77993426,5.83e-06,4.87e-06,4.16e-06,3.55e-06,3e-06,2.4e-06,1.67e-06,4.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[518.85410272,409.99308801,402.36779581,281.13349362,218.57009008,203.0502091,191.02526904,165.92570245,146.85707968,140.13562911,121.49872642,97.28488205,83.03636771,80.73428346,75.21237848,61.18138565,42.13221012,39.54673809,36.19143977,33.09589243,26.3209325,24.87506392,12.86426664,9.53150466,8.59398947,8.43358703,1.61925474,1.08863915,0.73863649,4.93e-06,4.16e-06,3.49e-06,2.86e-06,2.26e-06,1.43e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[539.83421984,423.13499131,403.53620925,310.92095258,226.84906256,209.78599355,200.4439458,170.81778618,151.1948495,143.57248208,131.99064699,100.74491005,90.40508928,84.16260852,78.56003684,70.89938546,50.4287298,42.51753619,39.75446925,35.78354523,30.81625398,26.64675103,13.31682209,10.6532061,8.85153405,8.70493317,1.74105222,1.18757505,0.81575417,6.89e-06,5.72e-06,4.83e-06,4.13e-06,3.55e-06,3.04e-06,2.5e-06,1.95e-06,1.05e-06,0.0,0.0,0.0,0.0,0.0,0.0]",528.85054254,529.18345807,517.63887992,543.03495329,416.49861205,416.7149244,408.51982701,424.41613393,403.01496645,402.99780274,402.2368122,403.64015902,294.70149538,294.64721782,278.96199777,314.21639447,222.76280939,222.75302895,218.12439962,227.95411944
science,es_svd_science_rr_r1,70,25344,396,198,22,44,44,"[521.30021846,416.82382814,402.09899002,287.84481248,234.68079168,212.40481186,194.74363843,167.01301647,153.37475272,146.38127325,139.30664855,98.86312797,85.84459206,78.79518724,75.63805271,64.15227386,50.52378842,44.67741509,41.42830496,35.38946833,30.24009319,25.05851122,12.77953559,10.35522646,8.75881429,8.39528896,1.68417855,1.17968559,0.6843132,5.16e-06,4.82e-06,4.11e-06,3.57e-06,3.19e-06,2.74e-06,2.18e-06,1.58e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.28217404,0.18040407,0.16788319,0.08603161,0.05718687,0.04684572,0.03937928,0.02896289,0.02442581,0.02224909,0.02015046,0.01014869,0.00765186,0.00644675,0.00594049,0.00427332,0.00265053,0.00207261,0.00178211,0.00130044,0.00094953,0.00065201,0.00016958,0.00011134,7.966e-05,7.318e-05,2.95e-06,1.45e-06,4.9e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.28217404,0.46257811,0.63046129,0.71649291,0.77367978,0.8205255,0.85990478,0.88886767,0.91329348,0.93554257,0.95569303,0.96584172,0.97349358,0.97994033,0.98588082,0.99015413,0.99280467,0.99487728,0.99665939,0.99795983,0.99890935,0.99956136,0.99973094,0.99984228,0.99992194,0.99999512,0.99999807,0.99999951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",9.03933543,6.3540328,3.54391211,0.28217404,500,9.02058224,8.82322093,9.20707631,6.34265355,6.15070417,6.5237351,3.54220152,3.42213281,3.6539566,"[520.68648872,416.57738062,402.01385072,287.26034665,234.64592617,212.10194477,194.10565046,166.91327013,153.41029009,146.05381704,138.84035724,98.88989374,85.8425269,78.64099383,74.87637851,63.51989113,50.09434349,44.32682025,40.84052913,35.02928898,29.51275362,25.04853784,12.76263343,10.17221401,8.75514763,8.38349351,1.67366733,1.16988435,0.67767352,5.92e-06,4.86e-06,4.13e-06,3.49e-06,2.93e-06,2.36e-06,1.69e-06,5.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[509.0056868,408.09969285,401.48937296,271.41024633,229.11991635,208.5364253,187.17773178,164.87691271,151.03532384,142.12063792,136.32085244,97.47643697,84.41621331,74.76448526,72.01334161,58.567725,45.24728971,41.74836751,38.92632266,33.52925598,26.42792903,24.17214007,12.52635554,9.53742852,8.60651624,8.23303888,1.60386576,1.12162167,0.64219151,4.89e-06,4.14e-06,3.41e-06,2.82e-06,2.2e-06,1.53e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[534.41104385,423.86158394,402.56619865,305.67168286,240.01966064,215.71430979,201.45231004,168.99300065,156.05870545,150.17024866,141.00232991,100.18448588,87.31967153,83.94059959,77.67621737,68.62413414,55.03997667,46.99521633,42.36523017,36.67779214,32.99242752,25.83133414,13.01525423,10.86461434,8.93998701,8.53137958,1.7403293,1.22039537,0.71342003,6.96e-06,5.72e-06,4.83e-06,4.16e-06,3.61e-06,3.07e-06,2.5e-06,1.88e-06,9.6e-07,0.0,0.0,0.0,0.0,0.0,0.0]",521.30021846,520.68648872,507.23539636,537.27173473,416.82382814,416.57738062,406.74687297,425.00078244,402.09899002,402.01385072,401.3261971,402.65617795,287.84481248,287.26034665,269.17722047,308.62683098,234.68079168,234.64592617,227.87839995,240.84530617
